number	string	string	string	number	number	number	number	number	number	number	array2	array2	number	number	array	number	array2	array	array2	array	number	string	array	array2
1059	特洛伊平原19	resource/scene/bf002/bf002_merge.sce		1002	217	504	30	1058	0	0	"[[11032,5000,3],[11034,5000,3],[11036,5000,3]]"	[]	0	30	"[4043,4048,4052,4074]"	0	"[[4048,0,2],[4048,70,1],[4048,90,2],[4048,110,3],[4048,170,2],[4074,250,3],[4074,250,1]]"	[]	"[[4043,12,3],[4043,13,1],[4052,15,2],[4052,17,3],[4052,19,1],[4048,21,2]]"	[]	4829	雅典	"[695,308]"	"[[755,365],[797,347]]"
1060	特洛伊平原20	resource/scene/bf002/bf002_merge.sce		1002	220	510	30	1059	0	1	"[[11041,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	30	"[4043,4052]"	4044	"[[4052,-30,2],[4052,60,1],[4052,80,2],[4052,100,3],[4052,170,1],[4052,190,2],[4052,210,3]]"	[]	"[[4052,21,2],[4052,21.3,3],[4052,21.3,1],[4043,24,3],[4043,24,2],[4043,24,1]]"	"[4044,21.6]"	4829	雅典	"[818,255]"	[]
1061	冰原1	resource/scene/bf013/bf013_merge.sce		1003	224	517	31	1060	0	0	"[[11043,5000,3],[11045,5000,3],[11046,5000,3]]"	[]	0	31	"[4071,4072,4073,4074]"	0	"[[4072,-30,2],[4071,50,1],[4071,60,2],[4071,70,3],[4073,160,1],[4073,170,2],[4073,180,3]]"	[]	"[[4072,10,3],[4072,10,2],[4072,10,1],[4074,12,3],[4074,12,2],[4074,12,1]]"	[]	5160	奥丁圣域	"[50,317]"	"[[104,406],[144,422]]"
1062	冰原2	resource/scene/bf013/bf013_merge.sce		1003	228	524	31	1061	0	0	"[[11042,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	31	"[4072,4074]"	0	"[[4073,-250,1],[4073,-240,2],[4073,-230,3],[4073,-170,1],[4073,-160,2],[4073,-150,3],[4074,-80,1],[4074,-70,2],[4074,-60,3]]"	[]	"[[4073,13,3],[4073,13,2],[4073,13,1]]"	[]	5160	奥丁圣域	"[168,364]"	"[[223,453],[260,467]]"
1063	冰原3	resource/scene/bf013/bf013_merge.sce		1003	232	531	32	1062	0	0	"[[11042,5000,3],[11045,5000,3],[11046,5000,3]]"	[]	0	32	"[4071,4073]"	0	[]	[]	"[[4071,1,2],[4071,2,1],[4072,3,3],[4074,5,1],[4071,6,3],[4071,7,2],[4072,9,3],[4071,10,1],[4071,11,1],[4074,13,2],[4072,14,3],[4071,15,2],[4071,17,1],[4071,18,3],[4072,19,2],[4071,21,3]]"	[]	5464	奥丁圣域	"[283,407]"	"[[340,495],[380,507]]"
1064	冰原4	resource/scene/bf013/bf013_merge.sce		1003	236	538	32	1063	0	0	"[[11042,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	32	"[4071,4072,4073,4074]"	0	"[[4074,90,1],[4074,100,2],[4074,110,3],[4073,190,1],[4073,200,2],[4073,210,3]]"	[]	"[[4072,1,3],[4072,1,2],[4072,1,1],[4071,17,3],[4071,17,2],[4071,17,1]]"	[]	5464	奥丁圣域	"[408,445]"	"[[470,525],[515,521]]"
1065	冰原5	resource/scene/bf013/bf013_merge.sce		1003	240	545	33	1064	0	1	"[[11041,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	33	"[4071,4072,4073,4074]"	4069	"[[4074,-250,2],[4072,160,1],[4072,170,2],[4072,180,3],[4071,230,1],[4071,240,2],[4071,250,3],[4071,300,1],[4071,310,2],[4071,320,3]]"	"[4069,80,2]"	"[[4073,17,3],[4073,17,2],[4073,17,1],[4074,17.5,3],[4074,17.5,2],[4074,17.5,1]]"	[]	5769	奥丁圣域	"[530,421]"	"[[543,446],[531,402]]"
1066	冰原6	resource/scene/bf013/bf013_merge.sce		1003	244	552	33	1065	0	0	"[[11043,5000,3],[11045,5000,3],[11046,5000,3]]"	[]	0	33	[3034]	0	"[[3034,-140,2],[3034,-70,3],[3034,-70,1],[3034,-10,2],[3034,110,2],[3034,180,3],[3034,180,1],[3034,250,2]]"	[]	"[[3034,11,3],[3034,11,1],[3034,11.4,2],[3034,11.8,3],[3034,11.8,1],[3034,15,3],[3034,15,1],[3034,15.4,2],[3034,15.8,3],[3034,15.8,1],[3034,16.2,2]]"	[]	5769	奥丁圣域	"[498,290]"	"[[502,323],[486,280]]"
1067	冰原7	resource/scene/bf013/bf013_merge.sce		1003	248	559	34	1066	0	0	"[[11042,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	34	[3035]	0	"[[3035,-250,3],[3035,-190,1],[3035,-100,2],[3035,-10,3],[3035,-10,1],[3035,90,2],[3035,180,1],[3035,230,3],[3035,270,1]]"	[]	"[[3035,18,2],[3035,18.4,3],[3035,18.4,1],[3035,19,2],[3035,19.4,3],[3035,19.4,1],[3035,22,2],[3035,22.4,3],[3035,22.4,1]]"	[]	6076	奥丁圣域	"[460,166]"	"[[484,196],[515,169]]"
1068	冰原8	resource/scene/bf013/bf013_merge.sce		1003	252	566	34	1067	0	0	"[[11042,5000,3],[11045,5000,3],[11046,5000,3]]"	[]	0	34	[3032]	0	"[[3032,-150,2],[3032,-85,2],[3032,-20,2],[3032,20,1],[3032,85,1],[3032,150,1],[3032,190,3],[3032,255,3],[3032,320,3]]"	[]	"[[3032,15,2],[3032,15.4,3],[3032,15.4,1],[3032,16,2],[3032,16.4,3],[3032,16.4,1],[3032,17,2],[3032,17.4,3],[3032,17.4,1],[3032,18,2]]"	[]	6076	奥丁圣域	"[541,85]"	"[[605,162],[650,168]]"
1069	冰原9	resource/scene/bf013/bf013_merge.sce		1003	256	573	35	1068	0	0	"[[11042,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	35	[3033]	0	"[[3033,-100,1],[3033,-90,2],[3033,-80,3],[3033,0,1],[3033,10,2],[3033,20,3],[3033,100,1],[3033,110,2],[3033,120,3],[3033,200,1],[3033,210,2],[3033,220,3],[3033,300,1],[3033,320,3]]"	[]	[]	[]	6444	奥丁圣域	"[680,102]"	"[[745,187],[789,197]]"
1070	冰原10	resource/scene/bf013/bf013_merge.sce		1003	260	580	35	1069	0	1	"[[11041,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	35	"[3032,3033,3034,3035]"	4070	"[[3032,120,2],[3034,170,1],[3033,210,3],[3035,265,2]]"	"[4070,190,2]"	"[[3032,2,3],[3032,2,2],[3032,2,1],[3034,11,3],[3034,11,2],[3034,11,1],[3033,19,3],[3033,19,1],[3035,26,3],[3035,26,1]]"	[]	6444	奥丁圣域	"[817,134]"	[]
1071	冰原11	resource/scene/bf013/bf013_merge.sce		1003	264	588	36	1070	0	0	"[[11043,5000,3],[11045,5000,3],[11046,5000,3]]"	[]	0	36	"[4056,4059]"	0	"[[4059,-70,2],[4059,80,3],[4056,190,1],[4056,220,3]]"	[]	"[[4059,5,2],[4059,5.7,3],[4059,6.4,1],[4059,7.1,3],[4059,7.8,2],[4056,8.3,3],[4056,8.3,2],[4056,8.3,1],[4059,8.5,1],[4059,9.2,3]]"	[]	6800	奥丁圣域	"[101,49]"	"[[167,122],[215,121]]"
1072	冰原12	resource/scene/bf013/bf013_merge.sce		1003	268	596	36	1071	0	0	"[[11042,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	36	"[4059,4056,4062]"	0	"[[4059,0,2],[4059,50,3],[4059,50,1],[4062,100,2],[4056,150,3],[4056,150,1],[4056,200,2]]"	[]	"[[4059,8,2],[4059,8.3,3],[4059,8.3,1],[4056,16,2],[4056,16.3,3],[4056,16.3,1],[4056,17,2],[4056,17.3,3],[4056,17.3,1]]"	[]	6800	奥丁圣域	"[245,49]"	"[[306,126],[346,135]]"
1073	冰原13	resource/scene/bf013/bf013_merge.sce		1003	272	604	37	1072	0	0	"[[11042,5000,3],[11045,5000,3],[11046,5000,3]]"	[]	0	37	"[4059,4062]"	0	"[[4059,0,3],[4059,0,1],[4059,50,3],[4059,50,1],[4062,100,2],[4059,150,3],[4059,150,1],[4059,200,3],[4059,200,1]]"	[]	"[[4062,18,3],[4062,18,2],[4062,18,1],[4062,19,3],[4062,19,2],[4062,19,1]]"	[]	7076	奥丁圣域	"[365,87]"	"[[381,200],[366,236]]"
1074	冰原14	resource/scene/bf013/bf013_merge.sce		1003	276	612	37	1073	0	0	"[[11042,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	37	"[4059,4056,4062]"	0	"[[4059,-100,2],[4056,-50,3],[4056,-50,1],[4062,0,2],[4059,70,2],[4056,120,3],[4056,120,1],[4062,170,2]]"	[]	"[[4059,15.7,2],[4059,16,3],[4059,16,1],[4056,16.7,2],[4056,17,3],[4056,17,1],[4062,17.7,2],[4062,18,3],[4062,18,1]]"	[]	7076	奥丁圣域	"[331,201]"	"[[332,310],[318,349]]"
1075	冰原15	resource/scene/bf013/bf013_merge.sce		1003	280	620	38	1074	0	1	"[[11041,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	38	"[4059,4056,4062]"	3030	"[[4059,-170,2],[4059,-130,3],[4059,-130,1],[4056,-50,3],[4056,-50,1],[4062,140,3],[4062,140,2],[4062,140,1]]"	"[3030,50,2]"	"[[4056,14.7,2],[4056,15,3],[4056,15,1]]"	[]	7382	奥丁圣域	"[329,304]"	"[[389,377],[431,368]]"
1076	森林1	resource/scene/bf018/bf018_merge.sce		1003	284	628	38	1075	0	0	"[[11043,5000,3],[11045,5000,3],[11046,5000,3]]"	[]	0	38	"[4056,4059]"	0	"[[4056,20,1],[4056,30,2],[4056,40,3],[4059,-60,1],[4059,-50,2],[4059,-40,3],[4056,80,1],[4056,90,2],[4056,100,3],[4056,140,1],[4056,150,2],[4056,160,3]]"	[]	[]	[]	7382	奥丁圣域	"[463,284]"	"[[529,350],[575,351]]"
1077	森林2	resource/scene/bf018/bf018_merge.sce		1003	288	636	39	1076	0	0	"[[11042,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	39	"[4056,4059,4062]"	0	[]	[]	"[[4056,1,3],[4056,1,2],[4056,1,1],[4059,2,3],[4059,3,1],[4062,4,2],[4056,8,3],[4056,8,2],[4056,8,1],[4059,7,3],[4059,10,1],[4056,19,3],[4056,19,2],[4056,19,1]]"	[]	7687	奥丁圣域	"[579,328]"	"[[580,447],[560,487]]"
1078	森林3	resource/scene/bf018/bf018_merge.sce		1003	292	644	39	1077	0	0	"[[11042,5000,3],[11045,5000,3],[11046,5000,3]]"	[]	0	39	"[4056,4059,4062]"	0	"[[4056,-40,2],[4056,20,3],[4056,20,2],[4056,20,1],[4056,80,2],[4062,180,3],[4062,180,1],[4062,240,2],[4062,300,3],[4062,300,1]]"	[]	"[[4059,14,2],[4059,14.3,3],[4059,14.3,1]]"	[]	7687	奥丁圣域	"[529,460]"	"[[575,565],[624,562]]"
1079	森林4	resource/scene/bf018/bf018_merge.sce		1003	296	652	40	1078	0	0	"[[11042,5000,3],[11044,5000,3],[11046,5000,3]]"	[]	0	40	"[4056,4059,4062]"	0	"[[4059,-60,2],[4062,-20,3],[4062,-20,1],[4059,60,2],[4056,110,3],[4056,110,1],[4056,200,2],[4062,240,3],[4062,240,1]]"	[]	"[[4059,16,3],[4059,16,1],[4059,16.3,2],[4059,16.6,3],[4059,16.6,1]]"	[]	8142	奥丁圣域	"[656,478]"	"[[718,541],[762,528]]"
1080	森林5	resource/scene/bf018/bf018_merge.sce		1003	300	660	40	1079	0	1	"[[11051,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	40	"[4056,4059,4062]"	4068	"[[4059,-140,2],[4059,-110,3],[4059,-110,1],[4056,-20,3],[4056,-20,1],[4056,160,3],[4056,160,1],[4059,240,3],[4059,240,1],[4059,270,2]]"	"[4068,90,2]"	"[[4062,18,3],[4062,18,2],[4062,18,1]]"	[]	8142	奥丁圣域	"[790,438]"	[]
1081	森林6	resource/scene/bf018/bf018_merge.sce		1003	305	669	41	1080	0	0	"[[11053,5000,3],[11055,5000,3],[11056,5000,3]]"	[]	0	41	"[4057,4060]"	0	"[[4060,-70,2],[4060,0,1],[4060,80,3],[4057,190,1],[4057,220,3],[4057,240,2]]"	[]	"[[4060,5,2],[4060,5.7,3],[4060,6.4,1],[4060,7.1,3],[4060,7.8,2],[4060,8.5,1],[4060,9.2,3],[4057,16.3,3],[4057,16.3,2],[4057,16.3,1]]"	[]	8498	奥丁圣域	"[66,202]"	"[[99,314],[117,352]]"
1082	森林7	resource/scene/bf018/bf018_merge.sce		1003	310	678	41	1081	0	0	"[[11052,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	41	"[4057,4060,4063]"	0	"[[4060,0,2],[4060,50,3],[4060,50,1],[4063,100,2],[4057,150,3],[4057,150,1],[4057,200,2]]"	[]	"[[4060,5,2],[4060,5.3,3],[4060,7.3,1],[4063,14,2],[4063,14.3,3],[4063,14.3,1]]"	[]	8498	奥丁圣域	"[119,315]"	"[[166,419],[205,433]]"
1083	森林8	resource/scene/bf018/bf018_merge.sce		1003	315	687	42	1082	0	0	"[[11052,5000,3],[11055,5000,3],[11056,5000,3]]"	[]	0	42	"[4060,4063]"	0	"[[4060,0,3],[4060,0,1],[4060,50,3],[4060,50,1],[4063,100,2],[4060,150,3],[4060,150,1],[4060,200,3],[4060,200,1]]"	[]	"[[4060,10.7,1],[4060,11.4,3],[4063,12,3],[4063,12,2],[4063,12,1]]"	[]	8814	奥丁圣域	"[226,345]"	"[[276,391],[304,359]]"
1084	森林9	resource/scene/bf018/bf018_merge.sce		1003	320	696	42	1083	0	0	"[[11052,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	42	"[4057,4060,4063]"	0	"[[4060,-100,2],[4057,-50,3],[4057,-50,1],[4063,0,2],[4060,70,2],[4057,120,3],[4057,120,1],[4063,170,2]]"	[]	"[[4060,13.7,2],[4060,14,3],[4060,14,1],[4057,15,3],[4057,15,1],[4063,15.7,2],[4063,16,3],[4063,16,1]]"	[]	8814	奥丁圣域	"[310,257]"	"[[356,300],[381,269]]"
1085	森林10	resource/scene/bf018/bf018_merge.sce		1003	325	705	43	1084	0	1	"[[11051,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	43	"[4057,4060,4063]"	4067	[]	[]	"[[4060,1,2],[4060,1.3,3],[4060,1.3,1],[4057,1.8,2],[4057,2.1,3],[4057,2.1,1],[4063,3,2],[4063,3.3,3],[4063,3.3,1],[4060,16,3],[4060,16,1]]"	"[4067,16]"	9138	奥丁圣域	"[392,166]"	"[[440,212],[477,195]]"
1086	彩虹桥1	resource/scene/bf014/bf014_merge.sce		1003	330	714	43	1085	0	0	"[[11053,5000,3],[11055,5000,3],[11056,5000,3]]"	[]	0	43	[3004]	0	"[[3004,-250,3],[3004,-190,1],[3004,-100,2],[3004,-10,3],[3004,-10,1],[3004,90,2],[3004,180,1],[3004,230,3],[3004,270,1]]"	[]	"[[3004,15,2],[3004,16.5,3],[3004,16.5,1],[3004,18,2],[3004,18.4,3],[3004,18.4,1],[3004,21,2],[3004,22.4,3],[3004,22.4,1]]"	[]	9138	奥丁圣域	"[496,135]"	"[[540,236],[560,269]]"
1087	彩虹桥2	resource/scene/bf014/bf014_merge.sce		1003	335	723	44	1086	0	0	"[[11052,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	44	[3001]	0	"[[3001,-100,2],[3001,-30,3],[3001,-30,1],[3001,30,2],[3001,150,2],[3001,220,3],[3001,220,1],[3001,290,2],[3001,360,3],[3001,360,1]]"	[]	"[[3001,8,3],[3001,8,1],[3001,9,2],[3001,10,3],[3001,10,1],[3001,12,3],[3001,12,1],[3001,13,2],[3001,14,3],[3001,14,1],[3001,16,3],[3001,16,1],[3001,17,2],[3001,18,3],[3001,18,1]]"	[]	9461	奥丁圣域	"[560,228]"	"[[598,332],[621,359]]"
1088	彩虹桥3	resource/scene/bf014/bf014_merge.sce		1003	340	732	44	1087	0	0	"[[11052,5000,3],[11055,5000,3],[11056,5000,3]]"	[]	0	44	[3002]	0	"[[3002,-150,2],[3002,-85,2],[3002,-20,2],[3002,20,1],[3002,85,1],[3002,150,1],[3002,190,3],[3002,255,3],[3002,320,3]]"	[]	"[[3002,15,2],[3002,15.4,3],[3002,15.4,1],[3002,16,2],[3002,16.4,3],[3002,16.4,1],[3002,17,2],[3002,17.4,3],[3002,17.4,1],[3002,18,2],[3002,18.4,3],[3002,18.4,1]]"	[]	9461	奥丁圣域	"[633,304]"	"[[692,383],[733,381]]"
1089	彩虹桥4	resource/scene/bf014/bf014_merge.sce		1003	345	741	45	1088	0	0	"[[11052,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	45	[3003]	0	"[[3003,-100,1],[3003,-90,2],[3003,-80,3],[3003,0,1],[3003,10,2],[3003,20,3],[3003,100,1],[3003,110,2],[3003,120,3],[3003,200,1],[3003,210,2],[3003,220,3],[3003,300,1],[3003,310,2],[3003,320,3]]"	[]	"[[3003,18,1],[3003,18,2],[3003,18,3],[3003,20,1],[3003,20,2],[3003,20,3],[3003,22,1],[3003,22,2],[3003,22,3]]"	[]	9867	奥丁圣域	"[752,303]"	"[[809,370],[844,364]]"
1090	彩虹桥5	resource/scene/bf014/bf014_merge.sce		1003	350	750	45	1089	0	1	"[[11051,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	45	"[3001,3002,3003,3004]"	4020	"[[3001,0,2],[3002,0,2],[3003,0,2],[3004,0,2],[3001,0,2],[3002,0,2],[3003,0,2],[3004,0,2],[3001,0,2],[3002,0,2]]"	[]	[]	"[4020,20]"	9867	奥丁圣域	"[862,282]"	[]
1091	彩虹桥6	resource/scene/bf014/bf014_merge.sce		1003	355	760	46	1090	0	0	"[[11053,5000,3],[11055,5000,3],[11056,5000,3]]"	[]	0	46	"[4071,4072,4073,4074]"	0	"[[4072,-30,2],[4071,50,1],[4071,60,2],[4071,70,3],[4074,160,1],[4074,170,2],[4074,180,3]]"	[]	"[[4072,10,3],[4072,10,2],[4072,10,1],[4073,12,3],[4073,12,2],[4073,12,1],[4074,15,3],[4074,15,2],[4074,15,1]]"	[]	10193	奥丁圣域	"[40,327]"	"[[87,419],[117,437]]"
1092	彩虹桥7	resource/scene/bf014/bf014_merge.sce		1003	360	770	46	1091	0	0	"[[11052,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	46	"[4071,4073,4074]"	0	"[[4074,-250,1],[4074,-240,2],[4074,-230,3],[4073,-170,1],[4073,-160,2],[4073,-150,3],[4074,-80,1],[4074,-70,2],[4074,-60,3]]"	[]	"[[4071,13,3],[4071,13,2],[4071,13,1],[4074,14.5,3],[4074,14.5,2],[4074,14.5,1]]"	[]	10193	奥丁圣域	"[133,383]"	"[[186,472],[221,485]]"
1093	彩虹桥8	resource/scene/bf014/bf014_merge.sce		1003	365	780	47	1092	0	0	"[[11052,5000,3],[11055,5000,3],[11056,5000,3]]"	[]	0	47	"[4071,4072,4074]"	0	[]	[]	"[[4071,1,2],[4071,2,1],[4072,3,3],[4074,5,1],[4071,6,3],[4071,7,2],[4072,9,3],[4071,10,1],[4071,11,1],[4074,13,2],[4072,14,3],[4071,15,2],[4071,17,1],[4071,18,3],[4072,19,2],[4071,21,3],[4072,22,2],[4074,24,3],[4071,24,1],[4071,25,2],[4074,25.5,2],[4072,26,3]]"	[]	10517	奥丁圣域	"[244,416]"	"[[300,476],[320,448]]"
1094	彩虹桥9	resource/scene/bf014/bf014_merge.sce		1003	370	790	47	1093	0	0	"[[11052,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	47	"[4071,4072,4073,4074]"	0	"[[4073,90,1],[4073,100,2],[4073,110,3],[4074,190,1],[4074,200,2],[4074,210,3]]"	[]	"[[4072,1,3],[4072,1,2],[4072,1,1],[4071,20,3],[4071,20,2],[4071,20,1],[4074,22,3],[4074,22,2],[4074,22,1],[4073,23.5,3],[4073,23.5,2],[4073,23.5,1]]"	[]	10517	奥丁圣域	"[317,344]"	"[[345,380],[359,343]]"
1095	彩虹桥10	resource/scene/bf014/bf014_merge.sce		1003	375	800	48	1094	0	1	"[[11051,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	48	"[4071,4072,4073,4074]"	4021	"[[4074,-90,1],[4074,-80,2],[4074,-70,3]]"	[]	"[[4071,1,2],[4072,2,1],[4073,3,3],[4071,4,2],[4074,5,1],[4072,5,3],[4071,6,1],[4072,7,2],[4071,8,3]]"	"[4021,7]"	10840	奥丁圣域	"[354,233]"	"[[390,276],[419,252]]"
1096	彩虹桥11	resource/scene/bf014/bf014_merge.sce		1003	380	810	48	1095	0	0	"[[11053,5000,3],[11055,5000,3],[11056,5000,3]]"	[]	0	48	"[4056,4059,4065,4066]"	0	"[[4066,-140,3],[4066,-140,1],[4066,-80,2],[4065,40,3],[4065,40,1]]"	[]	"[[4065,9,2],[4065,9.4,3],[4065,9.4,1],[4059,10,2],[4059,10.4,3],[4059,10.4,1],[4056,11,2],[4056,11.4,3],[4056,11.4,1]]"	[]	10840	奥丁圣域	"[441,180]"	"[[494,265],[529,281]]"
1097	彩虹桥12	resource/scene/bf014/bf014_merge.sce		1003	385	820	49	1096	0	0	"[[11052,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	49	"[4056,4059,4065]"	0	"[[4059,-90,2],[4059,-60,3],[4059,-60,1],[4059,0,2],[4059,30,3],[4059,30,1],[4059,90,2],[4059,110,3],[4059,110,1],[4065,260,3],[4065,260,1]]"	[]	"[[4056,13,3],[4056,13,2],[4056,13,1]]"	[]	11166	奥丁圣域	"[548,226]"	"[[600,317],[638,333]]"
1098	彩虹桥13	resource/scene/bf014/bf014_merge.sce		1003	390	830	49	1097	0	0	"[[11052,5000,3],[11055,5000,3],[11056,5000,3]]"	[]	0	49	"[4059,4062,4065,4066]"	0	"[[4059,-50,2],[4059,-10,3],[4059,-10,1],[4062,80,2],[4062,110,3],[4062,110,1],[4066,230,2],[4066,270,3],[4066,270,1],[4065,390,2],[4065,430,3],[4065,430,1],[4065,500,2]]"	[]	[]	[]	11166	奥丁圣域	"[659,268]"	"[[714,332],[741,308]]"
1099	彩虹桥14	resource/scene/bf014/bf014_merge.sce		1003	395	840	50	1098	0	0	"[[11052,5000,3],[11054,5000,3],[11056,5000,3]]"	[]	0	50	"[4056,4059,4065,4066]"	0	"[[4066,100,2],[4065,150,3],[4065,150,1]]"	[]	"[[4059,4,2],[4056,5.5,1],[4062,5.5,3],[4066,7,1],[4059,8.3,2],[4056,9.7,3],[4065,11,2],[4059,12.5,1],[4066,14,3],[4059,14,1],[4056,16,2]]"	[]	13790	奥丁圣域	"[745,207]"	"[[782,252],[299,220]]"
1100	彩虹桥15	resource/scene/bf014/bf014_merge.sce		1003	400	850	50	1099	0	1	"[[11061,5000,3],[11064,5000,3],[11066,5000,3]]"	[]	0	50	"[4056,4059,4065,4066]"	4015	"[[4059,120,3],[4059,120,2],[4059,120,1],[4059,180,3],[4059,180,2],[4059,180,1],[4056,260,3],[4056,260,2],[4056,260,1]]"	"[4015,0,2]"	"[[4066,16,3],[4066,17,1],[4066,18,2],[4065,19,3],[4065,19,1]]"	[]	13790	奥丁圣域	"[799,112]"	[]
1101	大竞技场1	resource/scene/bf022/bf022_merge.sce		1004	406	861	51	1100	0	0	"[[11063,5000,3],[11065,5000,3],[11066,5000,3]]"	[]	0	51	"[4042,4043,4047,4052]"	0	"[[4047,-50,3],[4047,-50,2],[4047,-50,1],[4047,30,3],[4047,30,2],[4047,30,1],[4042,120,3],[4042,120,2],[4042,120,1],[4042,210,3],[4042,210,2],[4042,210,1],[4043,300,3],[4043,300,2],[4043,300,1]]"	[]	"[[4052,9,3],[4052,9,2],[4052,9,1]]"	[]	14202	斯巴达	"[78,165]"	"[[133,254],[169,268]]"
1102	大竞技场2	resource/scene/bf022/bf022_merge.sce		1004	412	872	51	1101	0	0	"[[11062,5000,3],[11064,5000,3],[11066,5000,3]]"	[]	0	51	"[4052,4053]"	0	"[[4052,0,3],[4052,0,2],[4052,0,1],[4052,80,3],[4052,80,2],[4052,80,1],[4052,160,3],[4052,160,2],[4052,160,1]]"	[]	"[[4053,14,3],[4053,14,2],[4053,14,1],[4053,14.8,3],[4053,14.8,2],[4053,14.8,1],[4053,15.6,3],[4053,15.6,2],[4053,15.6,1],[4053,16.4,3],[4053,16.4,2],[4053,16.4,1]]"	[]	14202	斯巴达	"[192,210]"	"[[253,293],[296,303]]"
1103	大竞技场3	resource/scene/bf022/bf022_merge.sce		1004	418	883	52	1102	0	0	"[[11062,5000,3],[11065,5000,3],[11066,5000,3]]"	[]	0	52	[4043]	0	"[[4043,-350,2],[4043,-320,3],[4043,-320,1],[4043,-250,3],[4043,-250,2],[4043,-250,1],[4043,-170,3],[4043,-170,2],[4043,-170,1],[4043,-90,3],[4043,-90,2],[4043,-90,1],[4043,-10,3],[4043,-10,2],[4043,-10,1]]"	[]	[]	[]	14603	斯巴达	"[321,235]"	"[[385,303],[423,287]]"
1104	大竞技场4	resource/scene/bf022/bf022_merge.sce		1004	424	894	52	1103	0	0	"[[11062,5000,3],[11064,5000,3],[11066,5000,3]]"	[]	0	52	"[4043,4047,4053]"	0	"[[4053,-70,2],[4053,-20,3],[4053,-20,1],[4043,40,2],[4047,80,1],[4047,80,3],[4043,130,2],[4047,170,1],[4047,170,3],[4043,220,2],[4047,260,1],[4047,260,3]]"	[]	"[[4047,17,3],[4047,17,1],[4047,17.4,3],[4047,17.4,1],[4047,17.8,3],[4047,17.8,1]]"	[]	14603	斯巴达	"[435,189]"	"[[484,229],[508,200]]"
1105	大竞技场5	resource/scene/bf022/bf022_merge.sce		1004	430	905	53	1104	0	1	"[[11061,5000,3],[11064,5000,3],[11066,5000,3]]"	[]	0	53	"[4043,4047,4048,4052,4053]"	4054	[]	[]	"[[4052,0.1,3],[4053,0.6,3],[4053,0.6,2],[4053,0.6,1],[4047,11,3],[4047,11,2],[4047,11,1],[4047,11.4,3],[4047,11.4,2],[4047,11.4,1],[4048,17,3],[4048,17,1],[4043,19.6,3],[4043,19.6,2],[4043,19.6,1],[4043,20.6,3],[4043,20.6,2],[4043,20.6,1]]"	"[4054,18.5]"	15011	斯巴达	"[515,98]"	"[[561,143],[599,136]]"
1106	大竞技场6	resource/scene/bf022/bf022_merge.sce		1004	436	916	53	1105	0	0	"[[11063,5000,3],[11065,5000,3],[11066,5000,3]]"	[]	0	53	[4010]	0	"[[4010,-50,2],[4010,100,3],[4010,250,1]]"	[]	"[[4010,5,2],[4010,5.8,3],[4010,6.6,1],[4010,7.4,2],[4010,8.2,1],[4010,9,3],[4010,9.8,2],[4010,10.6,1],[4010,11.4,2],[4010,12.2,3],[4010,13,1],[4010,13.8,2],[4010,14.6,1],[4010,15.4,3],[4010,16.2,2],[4010,17,1],[4010,17.8,3]]"	[]	15011	斯巴达	"[601,102]"	"[[630,214],[637,259]]"
1107	大竞技场7	resource/scene/bf022/bf022_merge.sce		1004	442	927	54	1106	0	0	"[[11062,5000,3],[11064,5000,3],[11066,5000,3]]"	[]	0	54	"[4010,4011]"	0	"[[4010,-100,3],[4010,-100,1],[4010,0,3],[4010,0,1],[4011,80,2],[4010,160,3],[4010,160,1],[4010,260,3],[4010,260,1]]"	[]	"[[4010,9,3],[4010,9,2],[4010,9,1],[4010,9.8,3],[4011,9.8,2],[4010,9.8,1],[4010,10.6,3],[4010,10.6,2],[4010,10.6,1]]"	[]	15422	斯巴达	"[623,234]"	"[[648,356],[655,413]]"
