number	string	number	number	number	number	array	number	string	string	number	string	string	number	number
5148	寒冰如铁	0	1	1268	2	"[4074,24]"	164	那些寒铁氏族投手不停侵扰，真是令人烦躁，去消灭他们！	好的。	164	干得漂亮！	谢谢。	29480	25362
5149	机关工厂的反扑	0	1	1270	1	"[1248,1]"	161	机关工厂的敌人开始反扑了，去消灭他们！	好的。	161	干得漂亮！	谢谢。	29771	25914
5150	赫菲斯托斯三连击	0	1	1271	2	"[4079,3]"	162	去接受赫斐斯托斯的强化试炼吧。	好的。	162	干得漂亮！	谢谢。	30072	25914
5151	不该出现的精灵	0	1	1273	2	"[4063,24]"	163	那些黑暗精灵法师不停侵扰，真是令人烦躁，去消灭他们！	好的。	163	干得漂亮！	谢谢。	30372	26466
5152	机关工厂遭遇战	0	1	1275	1	"[1253,1]"	164	机关工厂仍有大量敌人，去扫清他们！	好的。	164	干得漂亮！	谢谢。	30678	27048
5153	塔罗斯三连击	0	1	1276	2	"[3059,3]"	161	去接受塔罗斯的强化试炼吧。	好的。	161	干得漂亮！	谢谢。	30988	27630
5154	青铜之炼	0	1	1278	2	"[3063,24]"	162	那些青铜塔罗斯不停侵扰，真是令人烦躁，去消灭他们！	好的。	162	干得漂亮！	谢谢。	31302	28214
5155	工厂的混乱	0	1	1280	1	"[1258,1]"	163	机关工厂的敌人开始反扑了，去消灭他们！	好的。	163	干得漂亮！	谢谢。	31617	28796
5156	白银塔罗斯三连击	0	1	1281	2	"[3060,3]"	164	去接受白银塔罗斯的强化试炼吧。	好的。	164	干得漂亮！	谢谢。	31617	28796
5157	塞壬的侵扰	0	1	1284	2	"[3096,24]"	171	那些绿色塞壬战士不停侵扰，真是令人烦躁，去消灭他们！	好的。	171	干得漂亮！	谢谢。	31940	29378
5158	海底之乱	0	1	1286	1	"[1263,1]"	172	海底仍有大量敌人，去扫清他们！	好的。	172	干得漂亮！	谢谢。	32264	29962
5159	塞壬之王三连击	0	1	1287	2	"[3098,3]"	173	去接受金色塞壬之王的强化试炼吧。	好的。	173	干得漂亮！	谢谢。	32597	30544
5160	缪斯女神	0	1	1289	2	"[4086,24]"	174	那些金缪斯女神不停侵扰，真是令人烦躁，去消灭他们！	好的。	174	干得漂亮！	谢谢。	32930	31158
5161	海底的反扑	0	1	1291	1	"[1268,1]"	171	海底的敌人开始反扑了，去消灭他们！	好的。	171	干得漂亮！	谢谢。	32930	31770
5162	百臂巨人三连击	0	1	1292	2	"[3073,3]"	172	去接受百臂巨人的强化试炼吧。	好的。	172	干得漂亮！	谢谢。	33268	31770
5163	战姬无双	0	1	1294	2	"[4101,24]"	173	那些亚马逊战姬不停侵扰，真是令人烦躁，去消灭他们！	好的。	173	干得漂亮！	谢谢。	33610	32384
5164	海上丽影	0	1	1296	1	"[1273,1]"	174	海底仍有大量敌人，去扫清他们！	好的。	174	干得漂亮！	谢谢。	33957	32998
5165	亚马逊女王三连击	0	1	1297	2	"[4100,3]"	171	去接受亚马逊女王的强化试炼吧。	好的。	171	干得漂亮！	谢谢。	34304	33610
5166	雷电小金刚	0	1	1299	2	"[3087,24]"	172	那些小雷电巨人不停侵扰，真是令人烦躁，去消灭他们！	好的。	172	干得漂亮！	谢谢。	34304	34224
5167	海底电源	0	1	1301	1	"[1278,1]"	173	海底的敌人开始反扑了，去消灭他们！	好的。	173	干得漂亮！	谢谢。	34660	34868
5168	雷电巨人之王三连击	0	1	1302	2	"[3083,3]"	174	去接受雷电巨人之王的强化试炼吧。	好的。	174	干得漂亮！	谢谢。	35016	34868
5169	天籁之音	0	1	1304	2	"[4085,24]"	171	那些绿缪斯女神不停侵扰，真是令人烦躁，去消灭他们！	好的。	171	干得漂亮！	谢谢。	35381	35512
5170	海滩之战	0	1	1306	1	"[1283,1]"	172	海滩仍有大量敌人，去扫清他们！	好的。	172	干得漂亮！	谢谢。	35747	36156
5171	俄耳甫斯三连击	0	1	1307	2	"[4082,3]"	173	去接受俄耳甫斯的强化试炼吧。	好的。	173	干得漂亮！	谢谢。	35747	36800
5172	蓝色幼龙	0	1	1309	2	"[3035,24]"	174	那些小蓝龙不停侵扰，真是令人烦躁，去消灭他们！	好的。	174	干得漂亮！	谢谢。	36117	37444
5173	龙之海滩	0	1	1311	1	"[1288,1]"	171	海滩的敌人开始反扑了，去消灭他们！	好的。	171	干得漂亮！	谢谢。	36491	38088
5174	波塞冬三连击	0	1	1312	2	"[4076,3]"	172	去接受波塞冬的强化试炼吧。	好的。	172	干得漂亮！	谢谢。	36871	38088
5175	人马之战	0	1	1314	2	"[4099,24]"	173	那些人马无双射手不停侵扰，真是令人烦躁，去消灭他们！	好的。	173	干得漂亮！	谢谢。	37254	38732
5176	抢滩登陆	0	1	1316	1	"[1293,1]"	174	海滩仍有大量敌人，去扫清他们！	好的。	174	干得漂亮！	谢谢。	37643	39406
5177	珀修斯三连击	0	1	1317	2	"[4081,3]"	171	去接受珀修斯的强化试炼吧。	好的。	171	干得漂亮！	谢谢。	38036	40082
5178	骚扰的蝙蝠	0	1	1319	2	"[3048,24]"	172	那些黑色喷火蝙蝠不停侵扰，真是令人烦躁，去消灭他们！	好的。	172	干得漂亮！	谢谢。	38434	40756
5179	蝙蝠海滩	0	1	1321	1	"[1298,1]"	173	海滩的敌人开始反扑了，去消灭他们！	好的。	173	干得漂亮！	谢谢。	38832	41430
5180	斯库拉三连击	0	1	1322	2	"[3015,3]"	174	去接受斯库拉的强化试炼吧。	好的。	174	干得漂亮！	谢谢。	39239	41430
5181	挑衅	0	1	1326	2	"[4011,24]"	181	那些怪力角斗士不停挑衅，真是令人烦躁，去消灭他们！	好的。	181	干得漂亮！	谢谢。	39239	42106
5182	立威大竞技场	0	1	1328	1	"[1303,1]"	182	大竞技场仍有大量对手，去扫清他们！	好的。	182	干得漂亮！	谢谢。	39646	42780
5183	列奥尼达三连击	0	1	1329	2	"[4049,3]"	183	去接受列奥尼达的强化试炼吧。	好的。	183	干得漂亮！	谢谢。	40062	43454
5184	远征军的覆灭	0	1	1331	2	"[4068,24]"	184	那些黑暗圣地守护者不停侵扰，真是令人烦躁，去消灭他们！	好的。	184	干得漂亮！	谢谢。	40483	44160
5185	罗马城郊的反扑	0	1	1333	1	"[1308,1]"	181	罗马城郊的敌人开始反扑了，去消灭他们！	好的。	181	干得漂亮！	谢谢。	40908	44774
5186	托尔三连击	0	1	1334	2	"[4018,3]"	182	去接受托尔的强化试炼吧。	好的。	182	干得漂亮！	谢谢。	40908	44774
5187	一大波女武神	0	1	1336	2	"[4016,24]"	183	诗寇蒂不停侵扰，真是令人烦躁，去消灭她！	好的。	183	干得漂亮！	谢谢。	41334	45386
5188	肃清罗马城郊	0	1	1338	1	"[1313,1]"	184	罗马城郊仍有大量敌人，去扫清他们！	好的。	184	干得漂亮！	谢谢。	41768	46000
5189	奥丁三连击	0	1	1339	2	"[4012,3]"	181	去接受奥丁的强化试炼吧。	好的。	181	干得漂亮！	谢谢。	42203	46614
5190	小型雷电	0	1	1341	2	"[3087,24]"	182	那些小雷电巨人不停侵扰，真是令人烦躁，去消灭他们！	好的。	182	干得漂亮！	谢谢。	42647	47226
5191	防御罗马城	0	1	1343	1	"[1318,1]"	183	罗马城郊的敌人开始反扑了，去消灭他们！	好的。	183	干得漂亮！	谢谢。	42647	47840
5192	石巨人之王三连击	0	1	1344	2	"[3082,3]"	184	去接受石巨人之王的强化试炼吧。	好的。	184	干得漂亮！	谢谢。	43165	47840
5193	碎碎念	0	1	1346	2	"[4089,24]"	181	那些吟游诗人不停侵扰，真是令人烦躁，去消灭他们！	好的。	181	干得漂亮！	谢谢。	43692	48454
5194	墓地挽歌	0	1	1348	1	"[1323,1]"	182	雕像墓地仍有大量敌人，去扫清他们！	好的。	182	干得漂亮！	谢谢。	44220	49066
5195	俄狄浦斯王三连击	0	1	1349	2	"[4087,3]"	183	去接受俄狄浦斯王的强化试炼吧。	好的。	183	干得漂亮！	谢谢。	44756	49680
5196	羊头再现	0	1	1351	2	"[3023,24]"	184	那些羊头人战士不停侵扰，真是令人烦躁，去消灭他们！	好的。	184	干得漂亮！	谢谢。	45297	50294
5197	雕像墓地的反扑	0	1	1353	1	"[1328,1]"	181	雕像墓地的敌人开始反扑了，去消灭他们！	好的。	181	干得漂亮！	谢谢。	45297	50906
5198	火牛三连击	0	1	1354	2	"[3065,3]"	182	去接受火牛的强化试炼吧。	好的。	182	干得漂亮！	谢谢。	45848	50906
5199	石像攻击	0	1	1356	2	"[3043,24]"	183	那些地狱石像鬼不停侵扰，真是令人烦躁，去消灭他们！	好的。	183	干得漂亮！	谢谢。	46393	51520
5200	清理雕像墓地	0	1	1358	1	"[1333,1]"	184	雕像墓地仍有大量敌人，去扫清他们！	好的。	184	干得漂亮！	谢谢。	46953	52134
5201	大石像鬼三连击	0	1	1359	2	"[3044,3]"	181	去接受大石像鬼的强化试炼吧。	好的。	181	干得漂亮！	谢谢。	47513	52746
5202	群狼之王	0	1	1361	2	"[3058,24]"	182	那些座狼首领不停侵扰，真是令人烦躁，去消灭他们！	好的。	182	干得漂亮！	谢谢。	48082	53360
5203	墓地之狼	0	1	1363	1	"[1338,1]"	183	雕像墓地的敌人开始反扑了，去消灭他们！	好的。	183	干得漂亮！	谢谢。	48082	53974
5204	芬里尔三连击	0	1	1364	2	"[3053,3]"	184	去接受芬里尔的强化试炼吧。	好的。	184	干得漂亮！	谢谢。	48734	53974
5205	地狱宠物	0	1	1367	2	"[3056,24]"	191	那些深红恶犬不停侵扰，真是令人烦躁，去消灭他们！	好的。	191	干得漂亮！	谢谢。	49390	54586
5206	清理放逐之地	0	1	1369	1	"[1343,1]"	192	放逐之地仍有大量敌人，去扫清他们！	好的。	192	干得漂亮！	谢谢。	50052	55200
5207	加姆三连击	0	1	1370	2	"[3054,3]"	193	去接受加姆的强化试炼吧。	好的。	193	干得漂亮！	谢谢。	50727	55814
5208	巨人爪牙	0	1	1372	2	"[3086,24]"	194	那些小石巨人不停侵扰，真是令人烦躁，去消灭他们！	好的。	194	干得漂亮！	谢谢。	51398	56426
5209	放逐之地的反扑	0	1	1374	1	"[1348,1]"	191	放逐之地的敌人开始反扑了，去消灭他们！	好的。	191	干得漂亮！	谢谢。	51398	57040
5210	火巨人之王三连击	0	1	1375	2	"[3081,3]"	192	去接受火巨人之王的强化试炼吧。	好的。	192	干得漂亮！	谢谢。	52082	57040
5211	巨人的鹰犬	0	1	1377	2	"[3087,24]"	193	那些小雷电巨人不停侵扰，真是令人烦躁，去消灭他们！	好的。	193	干得漂亮！	谢谢。	52767	57654
5212	肃清放逐之地	0	1	1379	1	"[1353,1]"	194	放逐之地仍有大量敌人，去扫清他们！	好的。	194	干得漂亮！	谢谢。	53460	58266
5213	冰霜巨人之王三连击	0	1	1380	2	"[3080,3]"	191	去接受冰霜巨人之王的强化试炼吧。	好的。	191	干得漂亮！	谢谢。	54154	58880
5214	大波蝙蝠王来袭	0	1	1382	2	"[3050,24]"	192	那些喷火蝙蝠王不停侵扰，真是令人烦躁，去消灭他们！	好的。	192	干得漂亮！	谢谢。	54154	59494
5215	被放逐的蝙蝠	0	1	1384	1	"[1358,1]"	193	放逐之地的敌人开始反扑了，去消灭他们！	好的。	193	干得漂亮！	谢谢。	54862	60106
5216	刻耳柏洛斯三连击	0	1	1385	2	"[3051,3]"	194	去接受刻耳柏洛斯的强化试炼吧。	好的。	194	干得漂亮！	谢谢。	55736	60106
5217	冥河中的牛头	0	1	1387	2	"[3069,24]"	191	那些高级牛头人锤兵不停侵扰，真是令人烦躁，去消灭他们！	好的。	191	干得漂亮！	谢谢。	56624	60720
5218	荡舟冥河	0	1	1389	1	"[1363,1]"	192	冥河仍有大量敌人，去扫清他们！	好的。	192	干得漂亮！	谢谢。	57512	61334
5219	哈迪斯三连击	0	1	1390	2	"[4077,3]"	193	去接受哈迪斯的强化试炼吧。	好的。	193	干得漂亮！	谢谢。	58414	61946
5220	戈尔贡的愤怒	0	1	1392	2	"[4024,24]"	194	那些愤怒戈尔贡不停侵扰，真是令人烦躁，去消灭他们！	好的。	194	干得漂亮！	谢谢。	58414	62560
5221	冥河怒涛	0	1	1394	1	"[1368,1]"	191	冥河的敌人开始反扑了，去消灭他们！	好的。	191	干得漂亮！	谢谢。	59316	63174
5222	耶梦加得三连击	0	1	1395	2	"[3016,3]"	192	去接受耶梦加得的强化试炼吧。	好的。	192	干得漂亮！	谢谢。	60236	63174
5223	地狱巫女	0	1	1397	2	"[4092,24]"	193	那些地狱巫女不停侵扰，真是令人烦躁，去消灭他们！	好的。	193	干得漂亮！	谢谢。	61152	63786
5224	清理冥河	0	1	1399	1	"[1373,1]"	194	冥河仍有大量敌人，去扫清他们！	好的。	194	干得漂亮！	谢谢。	62081	64400
5225	贝瑟芬妮三连击	0	1	1400	2	"[4090,3]"	191	去接受贝瑟芬妮的强化试炼吧。	好的。	191	干得漂亮！	谢谢。	63011	65014
5226	巨人之王的侵扰	0	1	1402	2	"[3080,24]"	192	那些冰霜巨人之王不停侵扰，真是令人烦躁，去消灭他们！	好的。	192	干得漂亮！	谢谢。	63011	65626
5227	冥河的反扑	0	1	1404	1	"[1378,1]"	193	冥河的敌人开始反扑了，去消灭他们！	好的。	193	干得漂亮！	谢谢。	63955	66240
5228	塔纳托斯三连击	0	1	1405	2	"[4080,3]"	194	去接受塔那托斯的强化试炼吧。	好的。	194	干得漂亮！	谢谢。	65074	66240
5229	泰兰德的袭击	0	1	1409	2	"[4058,24]"	112	泰兰德不停侵扰，真是令人烦躁，去消灭她！	好的。	112	干得漂亮！	谢谢。	66212	66854
5230	守卫神殿	0	1	1411	1	"[1383,1]"	113	神殿外围仍有大量敌人，去扫清他们！	好的。	113	干得漂亮！	谢谢。	67349	67466
5231	远古守护者三连击	0	1	1412	2	"[3078,3]"	114	去接受远古守护者的强化试炼吧。	好的。	114	干得漂亮！	谢谢。	67349	68080
5232	真龙化身	0	1	1414	2	"[4070,24]"	115	法夫纳不停侵扰，真是令人烦躁，去消灭他！	好的。	115	干得漂亮！	谢谢。	68501	68694
5233	神殿逆袭	0	1	1416	1	"[1388,1]"	112	神殿外围的敌人开始反扑了，去消灭他们！	好的。	112	干得漂亮！	谢谢。	69657	69306
5234	智慧古树三连击	0	1	1417	2	"[3076,3]"	113	去接受智慧古树的强化试炼吧。	好的。	113	干得漂亮！	谢谢。	70823	69306
5235	机械的侵扰	0	1	1419	2	"[3063,24]"	114	那些青铜塔罗斯不停侵扰，真是令人烦躁，去消灭他们！	好的。	114	干得漂亮！	谢谢。	71993	69920
5236	坚守神殿	0	1	1421	1	"[1393,1]"	115	神殿外围仍有大量敌人，去扫清他们！	好的。	115	干得漂亮！	谢谢。	73181	70534
5237	金色塔罗斯三连击	0	1	1422	2	"[3061,3]"	112	去接受金色塔罗斯的强化试炼吧。	好的。	112	干得漂亮！	谢谢。	73181	71146
5238	东方之雀	0	1	1424	2	"[3012,24]"	113	那些孔雀不停侵扰，真是令人烦躁，去消灭他们！	好的。	113	干得漂亮！	谢谢。	74365	71760
5239	神殿的反扑	0	1	1426	1	"[1398,1]"	114	神殿外围的敌人开始反扑了，去消灭他们！	好的。	114	干得漂亮！	谢谢。	75568	72680
5240	金龙三连击	0	1	1427	2	"[3029,3]"	115	去接受金龙的强化试炼吧。	好的。	115	干得漂亮！	谢谢。	76955	72680
201	众神之殿	0	0	0	0	[]	102	被选中之人，奥林匹斯欢迎你的到来，诸神眷顾着你！	这里就是奥林匹斯山啊！	102	你是神和凡人的孩子，也许你拥有诸神也无法企及的潜力，也许……你将拯救奥林匹斯，拯救世界。	我，是半神之身？！	20	50
202	亲子相认	0	0	201	0	[]	102	命运女神们预言你将弑神自封，这是危险的征兆还是奥林匹斯的机遇？去拜见至高无上的宙斯，接受你的命运吧！	天神宙斯？	101	没有时间寒暄了，我就是奥林匹斯的主人，至高无上的宙斯。邪恶的气息正在滋生，我们的时间不多了。	我能做些什么呢？	20	50
203	小试牛刀	0	0	202	1	"[1001,1]"	101	你是天神之子，注定有不凡的命运，在神殿外围证明自己的实力吧！	战斗，我等不及了！	101	做的不错！英仙座的珀修斯年轻时也不过如此。	小菜一碟！	100	100
204	强化装备教学	0	0	203	4	[999]	101	你证明了你的实力，现在让我赋予你强化装备的神力吧！	学习强化装备	0	自动交付	无	0	0
205	清理神殿外围	0	0	204	1	"[1002,1]"	101	神殿外的猛禽和它们的凡人伙伴显得特别躁动，让它们平静一些吧。	好的。	101	谢谢你我的孩子，鸟儿们恢复了高贵的矜持。	我的荣幸。	120	92
206	伙伴加入	0	0	205	4	[999]	102	伙伴相助，事倍功半，这里有一位勇士仰慕你很久了。	有伙伴加入我，太好了！	0	自动交付	无	0	0
207	起个名字吧	0	0	206	4	[999]	102	作为半神之身，你理应拥有一个值得称颂的名字。	我叫什么名字好呢？	0	自动交付	无	0	0
208	设置伙伴上场	0	0	207	4	[999]	102	让我来告诉你怎么设置伙伴上场吧。	学习上场设置。	0	自动交付	无	0	0
209	迷之少女	0	0	208	0	[]	101	如果我是你，一定早就注意到旁边那个可爱的小女孩了吧，她叫潘多拉，是诸神给人类的馈赠——拥有一切天赋的女人。去和她聊聊吧。	（宙斯的口味有点奇特）	103	咦？又一个宙斯的亲生骨肉？	为什么要说又……	65	47
210	做我的英雄	0	0	209	0	[]	103	本小姐最大的爱好就是惩恶扬善，捍卫正义！既然我天资聪颖，美艳无双，那么就由你来做守护我的圣斗士吧！	圣斗士是雅典娜的好吗！	103	称呼什么的无所谓啦，我的英雄，为了正义，向前冲吧！	好吧……	65	47
211	清理门户	0	0	210	1	"[1003,1]"	103	嘻嘻，你果然和其他人不一样，那么我们开始吧！神殿外围的大鸟又开始闹腾了，打扰众神就是大！恶！啊！消灭它们！	我这就去！	103	（流口水）干得不错！这下有鸟腿吃啦~	你耍我！	155	93
212	为了鸟腿	0	0	211	1	"[1004,1]"	103	好啦，是我不对，可是惩恶扬善也要吃饱肚子嘛~你再去打点雕啊鹰啊，回来我们二八分成吧！我八你二！	你才二！	103	好好好好烫！鸟腿真好吃！	你怎么都吃了！	158	93
213	强化装备II	0	0	212	4	[999]	103	对啦，别忘了强化你和伙伴的装备，前面有一场恶战等着我们呢！	我这就去！	0	自动交付	无	0	0
214	真正的考验	0	0	213	1	"[1005,1]"	103	在你磨磨蹭蹭的时候，本小姐调查发现神殿外围出现了狮鹫！它就是猛禽们躁动的根源，去消灭它，这是真正的战斗！	我这就去！	103	你太厉害了！之前去挑战狮鹫的几个人都被它吃掉了呢，不愧是我的英雄！	这么危险怎么不早说！	160	95
215	宝石镶嵌教学	0	0	214	4	[999]	103	为了答谢你战胜了狮鹫，我告诉你怎么镶嵌宝石吧！	学习宝石镶嵌。	0	自动交付	无	0	0
216	新的威胁	0	0	215	1	"[1006,1]"	103	神殿外围又出现了一群羊头人，一眼就能看出来是坏蛋，去消灭他们！	好的。	103	辛苦你了，这是你个人的一小步，却是本小姐正义道路上的一大步！	步子太大也不好……	162	95
217	倍感压力	0	0	216	1	"[1007,1]"	103	（流口水）不知道羊头人的肉是不是和羊肉一样好吃呢？你也很想知道吧~	直说继续杀怪就是了。	102	潘多拉太胡闹了，这些羊头人是牧神的手下，你们一班凡人如何能战胜？	多谢女神提醒！	164	98
218	出场！女武神	0	0	217	0	[]	102	看来你们有帮手了，去和旁边那位高贵的女骑士聊聊吧，她来得很及时。	新的女神？	104	吾乃战场之女武神，来自极北之地的奥丁圣域，吾将为你指出英灵殿的所在，希望你不负所托。	不胜荣幸！	100	64
219	招募英雄	0	0	218	4	[999]	104	荣登英灵殿的英雄都是上辈子折翼的天使。招募一个英雄来一起冒险吧！	学习招募英雄。	104	自动交付	无	0	0
220	女神之怒	0	0	219	1	"[1008,1]"	102	很久没上战场了，人界居然谣传我需要圣斗士来守护，作为女战神的我从来不畏惧任何战斗！再来！	女神放着我来！	102	做的不错，你果然比其他人优秀许多。	女神抬爱了。	166	98
221	深入调查	0	0	220	1	"[1009,1]"	102	神殿外围的羊头人越来越多，我们得向更深处调查一下。	好的。	102	爪牙已经被打散，幕后主使也差不多该出现了。	没错。	168	98
222	强化装备III	0	0	221	4	[999]	102	别忘了强化你和伙伴们的装备，前面有一场恶战在等着你！	我这就去！	0	自动交付	无	0	0
223	牧神的挑战	0	0	222	1	"[1010,1]"	102	牧神潘是创造力、音乐、诗歌的象征，同时也是恐慌与噩梦的标志。看来，今天他邪恶的天性表露无遗了，将他驱逐出去！	出发吧！	102	你战胜了一位神！命运女神们果然所言不虚，也许你终将成为拯救世界的英雄！	很荣幸与您并肩作战！	170	98
224	精英副本开启	0	0	223	4	[999]	101	在你战胜了BOSS之后，强化版的BOSS关卡将会开启。	通关精英副本。	0	自动交付	无	0	0
225	装备升阶学习	0	0	224	4	[999]	101	你在精英关卡中获得了图纸！现在可以进行装备升阶了。	学习装备升阶。	0	自动交付	无	0	0
226	精英牧神	0	0	225	4	[999]	101	你学得很快。现在去消灭精英牧神潘，获得更多图纸吧。	击败精英牧神潘。	0	自动交付	无	0	0
227	获取升阶材料	0	0	226	4	[999]	101	你马上就能再次升阶装备了，只差一些材料。	获取进阶材料。	0	自动交付	无	0	0
2022	竞技场开启	11	1	99999	4	[999]	0	自动接取	无	0	自动交付	无	0	0
2023	技能升级开启	12	1	99999	4	[999]	0	自动接取	无	0	自动交付	无	0	0
2024	试炼任务开启	13	1	99999	4	[999]	0	自动接取	无	0	自动交付	无	0	0
2025	日常任务开启	15	1	99999	4	[999]	0	自动接取	无	0	自动交付	无	0	0
2026	洗礼开启	16	1	99999	4	[999]	0	自动接取	无	0	自动交付	无	0	0
2027	登录活动	17	1	99999	4	[999]	0	自动接取	无	0	自动交付	无	0	0
2028	训练场开启	18	1	99999	4	[999]	0	自动接取	无	0	自动交付	无	0	0
2029	公会开启	20	1	99999	4	[999]	0	自动接取	无	0	自动交付	无	0	0
2030	十二宫开启	30	1	99999	4	[999]	0	自动接取	无	0	自动交付	无	0	0
2031	猎魔开启	70	1	99999	4	[999]	0	自动接取	无	0	自动交付	无	0	0
