number	array	array	array	number	number	string	string	array	array	string	string	string
100129	"[114,-2]"	"[1,1]"	"[1.1,1.1]"		0	みんな敵襲よ！　迎撃態勢を整えて！		[1]	[100130]			
100130	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	……まさか、もうここまで敵が！？　想定よりも早すぎますわ！		[1]	[100131]			
100131	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	なんだなんだ！？　ヤバイ空気をびしびし感じるけど……行くしかない！　うおおおおお、行くぞっっ！！		[2]	[100012]			
100132	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	どうしてこのアビスに敵が……いったい何が起こってるの？		[1]	[100133]			
100133	"[116,103]"	"[1,1]"	"[1.1,1.1]"		1	まずは安全な場所に移動しましょう。それが最優先です。		[2]	[100013]			
100134	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	水桃の姿が見えないんだけど、ひょっとしてはぐれちゃった？		[1]	[100135]			
100135	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	水桃は私たちのリーダーですわ。探しにまいりましょう。		[1]	[100136]			
100136	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	水桃なら大丈夫だと思いますが。		[1]	[100137]			
100137	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	……マスター、どうしましょう？　水桃を探すか、避難した方が良いか。		[1]	[100138]			
100138	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		1	（……うっ！　皆の視線が集中してる……。『マスター』として俺の一言がすべてを決定するんだ。責任は重いぞ……！）		[2]	[100013]			
100139	"[-1,-2]"	"[1,1]"	"[1.1,1.1]"		1	もちろん、水桃を探しに行くぞ。仲間を見捨てるわけにいかない！		[1]	[100140]			
100140	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		0	（……どこだ？　近くにいてくれたらいいんだけど。……しかし、このアビスというのは、そもそもどういう場所なんだろう。チーム·ミラージュの秘密基地ということでいいのかな）		[1]	[100141]			
100141	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	敵の攻撃による煙で視界が悪いですわ。後でお風呂に入ってしっかり身体を清めなくては。		[1]	[100142]			
100142	"[120,-2]"	"[1,1]"	"[1.1,1.1]"		0	私は早く休みたいかも……。		[1]	[100143]			
100143	"[120,-2]"	"[1,1]"	"[1.1,1.1]"		1	（……まあしかし、よくこれだけ色んなタイプの美少女ばっかり集まったもんだ。まるで作られたみたいに、外見も性格も面白いほどバラバラだもんな……。だから楽しいといえば、そうなんだけど）		[1]	[100144]			
100144	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	あちらに誰かいるようです。		[1]	[100145]			
100145	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	あれは……ルミアのようですわね。水桃を見ていないか聞いてみましょう。		[2]	[100014]			
100146	"[126,-2]"	"[1,1]"	"[1.1,1.1]"		0	あっ、みんな無事だった？　さっきの攻撃スゴかったよね！　私も驚いちゃった！　おっと、そこにいるのは噂の新人ちゃんだね、会うのは初めてかな？　私、ルミア·シャピー。よろしくね。		[1]	[100147]			
100147	"[126,-2]"	"[1,1]"	"[1.1,1.1]"		1	（ルミア·シャピー……またこれまでとは違うタイプの、なんだか軽いノリの娘だな……）　ああ、よろしく！		[1]	[100148]			
100148	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	ルミア、水桃を見なかった？		[1]	[100149]			
100149	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		1	ちょっと待て……なんだ？　うーん……なんとなく感じる……ここはまだ危険だ。早めに移動した方がいい。		[1]	[100150]			
100150	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	確かにマスターの言う通りです。……新たな敵が近付いています！		[1]	[100151]			
100151	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	また敵ですか……？　なかなか、しつこいですね。		[2]	[100014]			
100152	"[126,-2]"	"[1,1]"	"[1.1,1.1]"		0	へ～、水桃が訓練は順調って言ってたけど、確かにやるね、新人ちゃんは。見直しちゃったよ先輩は。		[1]	[100153]			
100153	"[126,-2]"	"[1,1]"	"[1.1,1.1]"		1	ははっ、ありがと。（やっぱり、ずいぶん軽いな……誰とでも仲良くなれるタイプだな）		[2]	[100015]			
100154	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		1	しかし水桃は、いったいどこに行っちゃったんだ？　そんなに広くない感じなのになあ……って、あれ？　ここは前にも通ったような？　気のせいか？		[1]	[100155]			
100155	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	確かに……同じ道を通りましたね。		[1]	[100156]			
100156	"[116,122]"	"[1,1]"	"[1.1,1.1]"		0	ちょっと待って下さい、向こうに人影があります。あれは……ミリアム！？		[1]	[100157]			
100157	"[116,122]"	"[1,1]"	"[1.1,1.1]"		1	……はい？　私ならここにいますけれど。		[1]	[100158]			
100158	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		0	えええええ！？　なに？　どういうこと！？　ミリアムって双子だったの？　そうじゃなくて、ええええ……！？		[1]	[100159]			
100159	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	戦闘準備！		[2]	[100015]			
100160	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	ちょっとまずいぞ……敵の増援が来る、かなりの軍勢だ！　一旦ここを離れよう！　態勢を立て直した方がいい！		[1]	[100161]			
100161	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	……じょっ、冗談じゃありませんわ！　ニセモノの私を放っておくなんて、ブランカフォルト家の名折れです！		[1]	[100162]			
100162	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	まあ、そういうのは後で聞くから、後で！　とにかく撤退っ！！		[2]	[100016]			
100163	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	敵の増援が強大過ぎます。……残念ですが、今の私たちに敵う相手ではありませんわ。		[1]	[100164]			
100164	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	確かに急に強くなった気がする。それで……どうする？　玉砕しても仕方が無いし、こちらもどこかに救援の当てがあるか……それとも……。		[1]	[100165]			
100165	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	パワーアップしかないですね。		[1]	[100166]			
100166	"[120,-2]"	"[1,1]"	"[1.1,1.1]"		0	それが出来るのだったら、苦労しないって思うんですけど……。		[1]	[100167]			
100167	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	契約すれば可能です。その為には**を正式なマスターとして承認する必要があります。		[1]	[100168]			
100168	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	……よろしくてよ。契約を交わしましょう。		[1]	[100169]			
100169	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	契約にはそういう効果もあったのか。今の状況ならそれは願っても無いことだし、他にヤツらを倒せる方法も無さそうだけど……でも『契約』って重いことじゃないの？　気軽にすることじゃないよね？		[2]	[100016]			
100170	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	……もちろんですわ！　契約とは、貴方を我が『マスター』として絶対的に認めること。生涯ただ一人の相手を決める事なのですから。		[1]	[100171]			
100171	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	もちろん貴方はまだ実力不足です。ですがここ最近の頑張りは……まあ、認めてあげなくもないと思わなくもないといった感じですし……。		[1]	[100172]			
100172	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	それよりなにより、ニセモノの私をこのまま放っておくなんて事が許されるはずありません！　さあ、私の気が変わらないうちに契約を交わしますわよ！		[1]	[100173]			
100173	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		0	（プライドが高い彼女に認めてもらえたのは、嬉しいな）　うん、わかった、じゃあ契約しよう！		[2]	[100017]			
100174	"[-1,-2]"	"[1,1]"	"[1.1,1.1]"		1	……じゃあ皆、準備はいいかい？		[1]	[100175]			
100175	"[-1,122]"	"[1,1]"	"[1.1,1.1]"		1	私はいつでも万全ですわ。		[1]	[100176]			
100176	"[-1,116]"	"[1,1]"	"[1.1,1.1]"		1	ＯＫです。		[1]	[100177]			
100177	"[-1,103]"	"[1,1]"	"[1.1,1.1]"		1	問題ありません。		[1]	[100178]			
100178	"[-1,120]"	"[1,1]"	"[1.1,1.1]"		1	え……？　あ、あの……、でも、うん……大丈夫……！		[2]	[100017]			
100179	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	よっしゃああ！　ニセモノ撃退！　やってやりましたわ！		[1]	[100180]			
100180	"[120,-2]"	"[1,1]"	"[1.1,1.1]"		0	……こんなに強くなっちゃうんだ……びっくり……。		[1]	[100181]			
100181	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	これが契約の力です。		[1]	[100182]			
100182	"[-1,-2]"	"[1,1]"	"[1.1,1.1]"		1	（敵であるヴォイドと戦いながら、彼女たちと契約を交わすことでパワーアップしてヴァルハラを目指す……。俺に求められている役割はわかってきたぞ。……でも、どうしてこんな世界に来ちゃったんだろう？　その謎はこのまま進めば解けるんだろうか……？）		[2]	[100018]			
100183	"[114,-2]"	"[1,1]"	"[1.1,1.1]"		0	みんな無事だった！？		[1]	[100184]			
100184	"[114,-2]"	"[1,1]"	"[1.1,1.1]"		1	おいおい！？　それはこっちのセリフだよ！　でも無事で良かった。……そういえばさっきのミリアムのニセモノの事、何か知らない？		[1]	[100185]			
100185	"[117,-2]"	"[1,1]"	"[1.1,1.1]"		0	先程のはニセモノではなく、ミリアムのもう一つの可能性。		[2]	[100018]			
100186	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	もう一つの可能性……それは、量子力学的な存在という意味ですか？		[1]	[100187]			
100187	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		1	ええっと……また新しい娘が登場したぞ。……どちら様ですか？		[1]	[100188]			
100188	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	その子はリリヤ。うちの情報収集とかの担当よ。ねえ、それよりも望乃を知らない？　さっきから姿が見えないんだけど。		[1]	[100189]			
100189	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		0	いや、望乃って誰！？　……リリヤもそうだけど、ここにはいったい何人の女の子がいるんだ……？		[2]	[100019]			
100190	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	探せる場所は全部探したけど、望乃がどこにもいない！		[1]	[100191]			
100191	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		1	水桃が見付かったと思ったら、次から次へと……。その望乃っていう子はどういう娘なの？　連れ去られそうな感じなわけ？		[1]	[100192]			
100192	"[114,-2]"	"[1,1]"	"[1.1,1.1]"		0	そうね。私たちのチームの中でも最も連れ去られてしまいそうな子かもしれない。いつも「知らない人に付いていっちゃダメ」って注意してたのに……。		[2]	[100019]			
100193	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		1	子供かよ！？　本当にそんな娘？　だったら連れ去られたんじゃなくて、そこら辺で迷子になって泣いてるんじゃないの？		[1]	[100194]			
100194	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	違うよ、ちゃんと探したんだから！　きっとヴォイドに連れ去られたんだ！		[1]	[100195]			
100195	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	コーディー、落ち着いて。		[1]	[100196]			
100196	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		1	（葵華は、常に冷静沈着だな……）　うーん、もしこの近くにいるなら安全だろうし、いずれは会えると思う。……けど、今はまず、連れ去られたと想定して動いた方が良いかもしれないな。		[1]	[100197]			
100197	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	あら、意外にどうして、なかなかまともな事をおっしゃいますのね。私もそう思っておりましたわ。		[1]	[100198]			
100198	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		0	（むむっ、ミリアムは相変わらず気になる口調だけど……賛成してくれたのはありがたい）		[1]	[100199]			
100199	"[103,116]"	"[1,1]"	"[1.1,1.1]"		0	望乃の救出が最優先……。どこに行く？		[1]	[100200]			
100200	"[103,116]"	"[1,1]"	"[1.1,1.1]"		1	情報分析担当の冥翠の所に行きましょう。さっきの襲撃の事も含めて有効なアドバイスがもらえると思います。		[2]	[100020]			
100201	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	やあ、それでボクの所に来たってわけだね。今回のヴォイドの襲撃はかなりイレギュラーだから絞り込むのは難しいんだけど……。　		[1]	[100202]			
100202	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		1	（また新しい娘が増えたぞ。リーゼロッテが『情報分析担当』って言ってた。なんとなく頭が良さそうな感じ……）		[1]	[100203]			
100203	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	……おや？　キミが新入り君かな。キミの活躍は聞いているよ。なかなかのやり手だそうだね。		[1]	[100204]			
100204	"[104,115]"	"[1,1]"	"[1.1,1.1]"		1	それよりも望乃の居場所は分かる？		[1]	[100205]			
100205	"[104,115]"	"[1,1]"	"[1.1,1.1]"		0	そうだねえ……ボクの見立てだと三番棟と、九番棟が怪しいかな。確率は半々だから判断しかねる。どちらに行くかは任せるよ。その間にボクも出撃の準備をしよう。		[1]	[100206]			
100206	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		1	……え、君も行くの？		[1]	[100207]			
100207	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	ボクは「机上の空論」という言葉が大嫌いでね。そう言われたくも無いから、実際に現場に行って情報との差を確認するのさ。		[1]	[100208]			
100208	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	それで、どちらに向かいますの？		[1]	[100209]			
100209	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	三番棟は、データでは警備も手薄ですし、重要な施設ではなさそう。		[1]	[100210]			
100210	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	でも、そう思わせるのが狙いかも。		[1]	[100211]			
100211	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	迷っている時間は無い……。		[1]	[100212]			
100212	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	よし、決まりだね。それじゃあ望乃の救出に向かうとしよう！		[2]	[100020]			
100213	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	極力戦闘は避けるつもりだったけれど、まああの程度は仕方ないね。		[1]	[100214]			
100214	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	それよりも望乃の居場所が問題なわけだけど……。		[1]	[100215]			
100215	"[120,-2]"	"[1,1]"	"[1.1,1.1]"		0	この辺りにはいないみたい。もっと奥へ進まないと。		[1]	[100216]			
100216	"[120,-2]"	"[1,1]"	"[1.1,1.1]"		1	（敵が望乃という娘を捕まえたとしたら、その理由は何だ……？　単に人質として？　それとも何か重要な情報を知っているとか？）		[1]	[100217]			
