number	number	number	number	number	number	number	number	number	number	number
614	14	7	84	74	70	70	648	0	0	0
615	15	7	90	79	75	75	694	0	0	0
616	16	7	96	84	80	80	740	0	0	0
617	17	7	102	90	85	85	787	0	0	0
618	18	7	108	95	90	90	833	0	0	0
619	19	7	114	100	95	95	879	0	0	0
620	20	7	120	106	100	100	926	0	0	0
621	21	7	126	111	105	105	972	0	0	0
622	22	7	132	116	110	110	1018	0	0	0
623	23	7	138	121	115	115	1064	0	0	0
624	24	7	144	127	120	120	1111	0	0	0
625	25	7	150	132	125	125	1157	0	0	0
626	26	7	156	137	130	130	1203	0	0	0
627	27	7	162	143	135	135	1250	0	0	0
628	28	7	168	148	140	140	1296	0	0	0
629	29	7	174	153	145	145	1342	0	0	0
630	30	7	180	159	150	150	1389	0	0	0
631	31	7	186	164	155	155	1435	0	0	0
632	32	7	192	169	160	160	1481	0	0	0
633	33	7	198	174	165	165	1527	0	0	0
634	34	7	204	180	170	170	1574	0	0	0
635	35	7	210	185	175	175	1620	0	0	0
636	36	7	216	190	180	180	1666	0	0	0
637	37	7	222	196	185	185	1713	0	0	0
638	38	7	228	201	190	190	1759	0	0	0
639	39	7	234	206	195	195	1805	0	0	0
640	40	7	240	212	200	200	1852	0	0	0
641	41	7	246	217	205	205	1898	0	0	0
642	42	7	252	222	210	210	1944	0	0	0
643	43	7	258	227	215	215	1990	0	0	0
644	44	7	264	233	220	220	2037	0	0	0
645	45	7	270	238	225	225	2083	0	0	0
646	46	7	276	243	230	230	2129	0	0	0
647	47	7	282	249	235	235	2176	0	0	0
648	48	7	288	254	240	240	2222	0	0	0
649	49	7	294	259	245	245	2268	0	0	0
650	50	7	300	265	250	250	2315	0	0	0
651	51	7	306	270	255	255	2361	0	0	0
652	52	7	312	275	260	260	2407	0	0	0
653	53	7	318	280	265	265	2453	0	0	0
654	54	7	324	286	270	270	2500	0	0	0
655	55	7	330	291	275	275	2546	0	0	0
656	56	7	336	296	280	280	2592	0	0	0
657	57	7	342	302	285	285	2639	0	0	0
658	58	7	348	307	290	290	2685	0	0	0
659	59	7	354	312	295	295	2731	0	0	0
660	60	7	360	318	300	300	2778	0	0	0
661	61	7	366	323	305	305	2824	0	0	0
662	62	7	372	328	310	310	2870	0	0	0
663	63	7	378	333	315	315	2916	0	0	0
664	64	7	384	339	320	320	2963	0	0	0
665	65	7	390	344	325	325	3009	0	0	0
666	66	7	396	349	330	330	3055	0	0	0
667	67	7	402	355	335	335	3102	0	0	0
668	68	7	408	360	340	340	3148	0	0	0
669	69	7	414	365	345	345	3194	0	0	0
670	70	7	420	371	350	350	3241	0	0	0
671	71	7	426	377	355	355	3288	0	0	0
672	72	7	432	383	360	360	3335	0	0	0
673	73	7	438	389	365	365	3382	0	0	0
674	74	7	444	395	370	370	3429	0	0	0
675	75	7	450	401	375	375	3476	0	0	0
676	76	7	456	407	380	380	3523	0	0	0
677	77	7	462	413	385	385	3570	0	0	0
678	78	7	468	419	390	390	3617	0	0	0
679	79	7	474	425	395	395	3664	0	0	0
680	80	7	480	431	400	400	3711	0	0	0
681	81	7	486	437	405	405	3758	0	0	0
682	82	7	492	443	410	410	3805	0	0	0
683	83	7	498	449	415	415	3852	0	0	0
684	84	7	504	455	420	420	3899	0	0	0
685	85	7	510	461	425	425	3946	0	0	0
686	86	7	516	467	430	430	3993	0	0	0
687	87	7	522	473	435	435	4040	0	0	0
688	88	7	528	479	440	440	4087	0	0	0
689	89	7	534	485	445	445	4134	0	0	0
690	90	7	540	491	450	450	4181	0	0	0
691	91	7	546	497	455	455	4228	0	0	0
692	92	7	552	503	460	460	4275	0	0	0
693	93	7	558	509	465	465	4322	0	0	0
694	94	7	564	515	470	470	4369	0	0	0
695	95	7	570	521	475	475	4416	0	0	0
696	96	7	576	527	480	480	4463	0	0	0
697	97	7	582	533	485	485	4510	0	0	0
698	98	7	588	539	490	490	4557	0	0	0
699	99	7	594	545	495	495	4604	0	0	0
700	100	7	600	551	500	500	4651	0	0	0
701	1	8	6	6	5	5	33	0	0	0
702	2	8	13	13	10	10	67	0	0	0
703	3	8	19	19	16	15	101	0	0	0
704	4	8	26	26	21	21	134	0	0	0
705	5	8	33	33	27	26	168	0	0	0
706	6	8	39	39	32	31	202	0	0	0
707	7	8	46	46	37	37	235	0	0	0
708	8	8	52	52	43	42	269	0	0	0
709	9	8	59	59	48	47	303	0	0	0
710	10	8	66	66	54	53	337	0	0	0
711	11	8	72	72	59	58	370	0	0	0
712	12	8	79	79	64	63	404	0	0	0
713	13	8	85	85	70	68	438	0	0	0
714	14	8	92	92	75	74	471	0	0	0
715	15	8	99	99	81	79	505	0	0	0
716	16	8	105	105	86	84	539	0	0	0
717	17	8	112	112	91	90	572	0	0	0
718	18	8	118	118	97	95	606	0	0	0
719	19	8	125	125	102	100	640	0	0	0
720	20	8	132	132	108	106	674	0	0	0
721	21	8	138	138	113	111	707	0	0	0
722	22	8	145	145	118	116	741	0	0	0
723	23	8	151	151	124	121	775	0	0	0
724	24	8	158	158	129	127	808	0	0	0
725	25	8	165	165	135	132	842	0	0	0
726	26	8	171	171	140	137	876	0	0	0
727	27	8	178	178	145	143	909	0	0	0
728	28	8	184	184	151	148	943	0	0	0
729	29	8	191	191	156	153	977	0	0	0
730	30	8	198	198	162	159	1011	0	0	0
731	31	8	204	204	167	164	1044	0	0	0
732	32	8	211	211	172	169	1078	0	0	0
733	33	8	217	217	178	174	1112	0	0	0
734	34	8	224	224	183	180	1145	0	0	0
735	35	8	231	231	189	185	1179	0	0	0
736	36	8	237	237	194	190	1213	0	0	0
737	37	8	244	244	199	196	1246	0	0	0
738	38	8	250	250	205	201	1280	0	0	0
739	39	8	257	257	210	206	1314	0	0	0
740	40	8	264	264	216	212	1348	0	0	0
741	41	8	270	270	221	217	1381	0	0	0
742	42	8	277	277	226	222	1415	0	0	0
743	43	8	283	283	232	227	1449	0	0	0
744	44	8	290	290	237	233	1482	0	0	0
745	45	8	297	297	243	238	1516	0	0	0
746	46	8	303	303	248	243	1550	0	0	0
747	47	8	310	310	253	249	1583	0	0	0
748	48	8	316	316	259	254	1617	0	0	0
749	49	8	323	323	264	259	1651	0	0	0
750	50	8	330	330	270	265	1685	0	0	0
751	51	8	336	336	275	270	1718	0	0	0
752	52	8	343	343	280	275	1752	0	0	0
753	53	8	349	349	286	280	1786	0	0	0
754	54	8	356	356	291	286	1819	0	0	0
755	55	8	363	363	297	291	1853	0	0	0
756	56	8	369	369	302	296	1887	0	0	0
757	57	8	376	376	307	302	1920	0	0	0
758	58	8	382	382	313	307	1954	0	0	0
759	59	8	389	389	318	312	1988	0	0	0
760	60	8	396	396	324	318	2022	0	0	0
761	61	8	402	402	329	323	2055	0	0	0
762	62	8	409	409	334	328	2089	0	0	0
763	63	8	415	415	340	333	2123	0	0	0
764	64	8	422	422	345	339	2156	0	0	0
765	65	8	429	429	351	344	2190	0	0	0
766	66	8	435	435	356	349	2224	0	0	0
767	67	8	442	442	361	355	2257	0	0	0
768	68	8	448	448	367	360	2291	0	0	0
769	69	8	455	455	372	365	2325	0	0	0
770	70	8	462	462	378	371	2359	0	0	0
771	71	8	469	469	384	377	2393	0	0	0
772	72	8	476	476	390	383	2427	0	0	0
773	73	8	483	483	396	389	2461	0	0	0
774	74	8	490	490	402	395	2495	0	0	0
775	75	8	497	497	408	401	2529	0	0	0
776	76	8	504	504	414	407	2563	0	0	0
777	77	8	511	511	420	413	2597	0	0	0
778	78	8	518	518	426	419	2631	0	0	0
779	79	8	525	525	432	425	2665	0	0	0
780	80	8	532	532	438	431	2699	0	0	0
781	81	8	539	539	444	437	2733	0	0	0
782	82	8	546	546	450	443	2767	0	0	0
783	83	8	553	553	456	449	2801	0	0	0
784	84	8	560	560	462	455	2835	0	0	0
785	85	8	567	567	468	461	2869	0	0	0
786	86	8	574	574	474	467	2903	0	0	0
787	87	8	581	581	480	473	2937	0	0	0
788	88	8	588	588	486	479	2971	0	0	0
789	89	8	595	595	492	485	3005	0	0	0
790	90	8	602	602	498	491	3039	0	0	0
791	91	8	609	609	504	497	3073	0	0	0
792	92	8	616	616	510	503	3107	0	0	0
793	93	8	623	623	516	509	3141	0	0	0
794	94	8	630	630	522	515	3175	0	0	0
795	95	8	637	637	528	521	3209	0	0	0
796	96	8	644	644	534	527	3243	0	0	0
797	97	8	651	651	540	533	3277	0	0	0
798	98	8	658	658	546	539	3311	0	0	0
799	99	8	665	665	552	545	3345	0	0	0
800	100	8	672	672	558	551	3379	0	0	0
801	1	9	10	8	6	7	40	0	0	0
802	2	9	21	16	13	14	80	0	0	0
803	3	9	32	25	19	21	120	0	0	0
804	4	9	42	33	26	29	160	0	0	0
805	5	9	53	42	32	36	200	0	0	0
806	6	9	64	50	39	43	240	0	0	0
807	7	9	74	58	45	51	280	0	0	0
808	8	9	85	67	52	58	320	0	0	0
809	9	9	96	75	58	65	360	0	0	0
810	10	9	107	84	65	73	401	0	0	0
811	11	9	117	92	71	80	441	0	0	0
812	12	9	128	100	78	87	481	0	0	0
813	13	9	139	109	84	94	521	0	0	0
814	14	9	149	117	91	102	561	0	0	0
815	15	9	160	126	97	109	601	0	0	0
816	16	9	171	134	104	116	641	0	0	0
817	17	9	181	142	110	124	681	0	0	0
818	18	9	192	151	117	131	721	0	0	0
819	19	9	203	159	123	138	761	0	0	0
820	20	9	214	168	130	146	802	0	0	0
821	21	9	224	176	136	153	842	0	0	0
822	22	9	235	184	143	160	882	0	0	0
823	23	9	246	193	149	167	922	0	0	0
824	24	9	256	201	156	175	962	0	0	0
825	25	9	267	210	162	182	1002	0	0	0
826	26	9	278	218	169	189	1042	0	0	0
827	27	9	288	226	175	197	1082	0	0	0
828	28	9	299	235	182	204	1122	0	0	0
829	29	9	310	243	188	211	1162	0	0	0
830	30	9	321	252	195	219	1203	0	0	0
831	31	9	331	260	201	226	1243	0	0	0
832	32	9	342	268	208	233	1283	0	0	0
833	33	9	353	277	214	240	1323	0	0	0
834	34	9	363	285	221	248	1363	0	0	0
835	35	9	374	294	227	255	1403	0	0	0
836	36	9	385	302	234	262	1443	0	0	0
837	37	9	395	310	240	270	1483	0	0	0
838	38	9	406	319	247	277	1523	0	0	0
839	39	9	417	327	253	284	1563	0	0	0
840	40	9	428	336	260	292	1604	0	0	0
841	41	9	438	344	266	299	1644	0	0	0
842	42	9	449	352	273	306	1684	0	0	0
843	43	9	460	361	279	313	1724	0	0	0
844	44	9	470	369	286	321	1764	0	0	0
845	45	9	481	378	292	328	1804	0	0	0
846	46	9	492	386	299	335	1844	0	0	0
847	47	9	502	394	305	343	1884	0	0	0
848	48	9	513	403	312	350	1924	0	0	0
849	49	9	524	411	318	357	1964	0	0	0
850	50	9	535	420	325	365	2005	0	0	0
851	51	9	545	428	331	372	2045	0	0	0
852	52	9	556	436	338	379	2085	0	0	0
853	53	9	567	445	344	386	2125	0	0	0
854	54	9	577	453	351	394	2165	0	0	0
855	55	9	588	462	357	401	2205	0	0	0
856	56	9	599	470	364	408	2245	0	0	0
857	57	9	609	478	370	416	2285	0	0	0
858	58	9	620	487	377	423	2325	0	0	0
859	59	9	631	495	383	430	2365	0	0	0
860	60	9	642	503	390	438	2406	0	0	0
861	61	9	652	512	396	445	2446	0	0	0
862	62	9	663	520	403	452	2486	0	0	0
863	63	9	674	529	409	459	2526	0	0	0
864	64	9	684	537	416	467	2566	0	0	0
865	65	9	695	545	422	474	2606	0	0	0
866	66	9	706	554	429	481	2646	0	0	0
867	67	9	716	562	435	489	2686	0	0	0
868	68	9	727	571	442	496	2726	0	0	0
869	69	9	738	579	448	503	2766	0	0	0
870	70	9	749	587	455	511	2807	0	0	0
871	71	9	760	595	462	519	2848	0	0	0
872	72	9	771	603	469	527	2889	0	0	0
873	73	9	782	611	476	535	2930	0	0	0
874	74	9	793	619	483	543	2971	0	0	0
875	75	9	804	627	490	551	3012	0	0	0
876	76	9	815	635	497	559	3053	0	0	0
877	77	9	826	643	504	567	3094	0	0	0
878	78	9	837	651	511	575	3135	0	0	0
879	79	9	848	659	518	583	3176	0	0	0
880	80	9	859	667	525	591	3217	0	0	0
881	81	9	870	675	532	599	3258	0	0	0
882	82	9	881	683	539	607	3299	0	0	0
883	83	9	892	691	546	615	3340	0	0	0
884	84	9	903	699	553	623	3381	0	0	0
885	85	9	914	707	560	631	3422	0	0	0
886	86	9	925	715	567	639	3463	0	0	0
887	87	9	936	723	574	647	3504	0	0	0
888	88	9	947	731	581	655	3545	0	0	0
889	89	9	958	739	588	663	3586	0	0	0
890	90	9	969	747	595	671	3627	0	0	0
891	91	9	978	755	602	679	3668	0	0	0
892	92	9	987	763	609	687	3709	0	0	0
893	93	9	996	771	616	695	3750	0	0	0
894	94	9	1005	779	623	703	3791	0	0	0
895	95	9	1014	787	630	711	3832	0	0	0
896	96	9	1023	795	637	719	3873	0	0	0
897	97	9	1032	803	644	727	3914	0	0	0
898	98	9	1041	811	651	735	3955	0	0	0
899	99	9	1050	819	658	743	3996	0	0	0
900	100	9	1059	827	665	751	4037	0	0	0
901	1	10	7	7	6	5	39	0	0	0
902	2	10	14	15	12	11	78	0	0	0
903	3	10	21	22	19	16	117	0	0	0
904	4	10	29	30	25	22	156	0	0	0
905	5	10	36	38	32	27	195	0	0	0
906	6	10	43	45	38	33	234	0	0	0
907	7	10	51	53	44	38	273	0	0	0
908	8	10	58	60	51	44	312	0	0	0
909	9	10	65	68	57	49	351	0	0	0
910	10	10	73	76	64	55	391	0	0	0
911	11	10	80	83	70	60	430	0	0	0
912	12	10	87	91	76	66	469	0	0	0
913	13	10	94	98	83	71	508	0	0	0
914	14	10	102	106	89	77	547	0	0	0
915	15	10	109	114	96	82	586	0	0	0
916	16	10	116	121	102	88	625	0	0	0
917	17	10	124	129	108	93	664	0	0	0
918	18	10	131	136	115	99	703	0	0	0
919	19	10	138	144	121	104	742	0	0	0
920	20	10	146	152	128	110	782	0	0	0
921	21	10	153	159	134	115	821	0	0	0
922	22	10	160	167	140	121	860	0	0	0
923	23	10	167	174	147	126	899	0	0	0
924	24	10	175	182	153	132	938	0	0	0
925	25	10	182	190	160	137	977	0	0	0
926	26	10	189	197	166	143	1016	0	0	0
927	27	10	197	205	172	148	1055	0	0	0
928	28	10	204	212	179	154	1094	0	0	0
929	29	10	211	220	185	159	1133	0	0	0
930	30	10	219	228	192	165	1173	0	0	0
931	31	10	226	235	198	170	1212	0	0	0
932	32	10	233	243	204	176	1251	0	0	0
933	33	10	240	250	211	181	1290	0	0	0
934	34	10	248	258	217	187	1329	0	0	0
935	35	10	255	266	224	192	1368	0	0	0
936	36	10	262	273	230	198	1407	0	0	0
937	37	10	270	281	236	203	1446	0	0	0
938	38	10	277	288	243	209	1485	0	0	0
939	39	10	284	296	249	214	1524	0	0	0
940	40	10	292	304	256	220	1564	0	0	0
941	41	10	299	311	262	225	1603	0	0	0
942	42	10	306	319	268	231	1642	0	0	0
943	43	10	313	326	275	236	1681	0	0	0
944	44	10	321	334	281	242	1720	0	0	0
945	45	10	328	342	288	247	1759	0	0	0
946	46	10	335	349	294	253	1798	0	0	0
947	47	10	343	357	300	258	1837	0	0	0
948	48	10	350	364	307	264	1876	0	0	0
949	49	10	357	372	313	269	1915	0	0	0
950	50	10	365	380	320	275	1955	0	0	0
951	51	10	372	387	326	280	1994	0	0	0
952	52	10	379	395	332	286	2033	0	0	0
953	53	10	386	402	339	291	2072	0	0	0
954	54	10	394	410	345	297	2111	0	0	0
955	55	10	401	418	352	302	2150	0	0	0
956	56	10	408	425	358	308	2189	0	0	0
957	57	10	416	433	364	313	2228	0	0	0
958	58	10	423	440	371	319	2267	0	0	0
959	59	10	430	448	377	324	2306	0	0	0
960	60	10	438	456	384	330	2346	0	0	0
961	61	10	445	463	390	335	2385	0	0	0
962	62	10	452	471	396	341	2424	0	0	0
963	63	10	459	478	403	346	2463	0	0	0
964	64	10	467	486	409	352	2502	0	0	0
965	65	10	474	494	416	357	2541	0	0	0
966	66	10	481	501	422	363	2580	0	0	0
967	67	10	489	509	428	368	2619	0	0	0
968	68	10	496	516	435	374	2658	0	0	0
969	69	10	503	524	441	379	2697	0	0	0
970	70	10	511	532	447	385	2737	0	0	0
971	71	10	519	540	453	391	2777	0	0	0
972	72	10	527	548	459	397	2817	0	0	0
973	73	10	535	556	465	403	2857	0	0	0
974	74	10	543	564	471	409	2897	0	0	0
975	75	10	551	572	477	415	2937	0	0	0
976	76	10	559	580	483	421	2977	0	0	0
977	77	10	567	588	489	427	3017	0	0	0
978	78	10	575	596	495	433	3057	0	0	0
979	79	10	583	604	501	439	3097	0	0	0
980	80	10	591	612	507	445	3137	0	0	0
981	81	10	599	620	513	451	3177	0	0	0
982	82	10	607	628	519	457	3217	0	0	0
983	83	10	615	636	525	463	3257	0	0	0
984	84	10	623	644	531	469	3297	0	0	0
985	85	10	631	652	537	475	3337	0	0	0
986	86	10	639	660	543	481	3377	0	0	0
987	87	10	647	668	549	487	3417	0	0	0
988	88	10	655	676	555	493	3457	0	0	0
989	89	10	663	684	561	499	3497	0	0	0
990	90	10	671	692	567	505	3537	0	0	0
991	91	10	679	700	573	511	3577	0	0	0
992	92	10	687	708	579	517	3617	0	0	0
993	93	10	695	716	585	523	3657	0	0	0
994	94	10	703	724	591	529	3697	0	0	0
995	95	10	711	732	597	535	3737	0	0	0
996	96	10	719	740	603	541	3777	0	0	0
997	97	10	727	748	609	547	3817	0	0	0
998	98	10	735	756	615	553	3857	0	0	0
999	99	10	743	764	621	559	3897	0	0	0
1000	100	10	751	772	627	565	3937	0	0	0
1001	1	11	9	4	5	4	29	0	0	0
1002	2	11	19	9	10	9	59	0	0	0
1003	3	11	29	14	15	14	88	0	0	0
1004	4	11	39	19	20	19	118	0	0	0
1005	5	11	49	24	25	24	147	0	0	0
1006	6	11	59	28	30	29	177	0	0	0
1007	7	11	69	33	35	34	206	0	0	0
1008	8	11	79	38	40	39	236	0	0	0
1009	9	11	89	43	45	44	265	0	0	0
1010	10	11	99	48	50	49	295	0	0	0
1011	11	11	108	52	55	53	324	0	0	0
1012	12	11	118	57	60	58	354	0	0	0
1013	13	11	128	62	65	63	383	0	0	0
1014	14	11	138	67	70	68	413	0	0	0
1015	15	11	148	72	75	73	442	0	0	0
1016	16	11	158	76	80	78	472	0	0	0
1017	17	11	168	81	85	83	501	0	0	0
1018	18	11	178	86	90	88	531	0	0	0
1019	19	11	188	91	95	93	560	0	0	0
1020	20	11	198	96	100	98	590	0	0	0
1021	21	11	207	100	105	102	619	0	0	0
1022	22	11	217	105	110	107	649	0	0	0
1023	23	11	227	110	115	112	678	0	0	0
1024	24	11	237	115	120	117	708	0	0	0
1025	25	11	247	120	125	122	737	0	0	0
1026	26	11	257	124	130	127	767	0	0	0
1027	27	11	267	129	135	132	796	0	0	0
1028	28	11	277	134	140	137	826	0	0	0
1029	29	11	287	139	145	142	855	0	0	0
1030	30	11	297	144	150	147	885	0	0	0
1031	31	11	306	148	155	151	914	0	0	0
1032	32	11	316	153	160	156	944	0	0	0
1033	33	11	326	158	165	161	973	0	0	0
1034	34	11	336	163	170	166	1003	0	0	0
1035	35	11	346	168	175	171	1032	0	0	0
1036	36	11	356	172	180	176	1062	0	0	0
1037	37	11	366	177	185	181	1091	0	0	0
1038	38	11	376	182	190	186	1121	0	0	0
1039	39	11	386	187	195	191	1150	0	0	0
1040	40	11	396	192	200	196	1180	0	0	0
1041	41	11	405	196	205	200	1209	0	0	0
1042	42	11	415	201	210	205	1239	0	0	0
1043	43	11	425	206	215	210	1268	0	0	0
1044	44	11	435	211	220	215	1298	0	0	0
1045	45	11	445	216	225	220	1327	0	0	0
1046	46	11	455	220	230	225	1357	0	0	0
1047	47	11	465	225	235	230	1386	0	0	0
1048	48	11	475	230	240	235	1416	0	0	0
1049	49	11	485	235	245	240	1445	0	0	0
1050	50	11	495	240	250	245	1475	0	0	0
1051	51	11	504	244	255	249	1504	0	0	0
1052	52	11	514	249	260	254	1534	0	0	0
1053	53	11	524	254	265	259	1563	0	0	0
1054	54	11	534	259	270	264	1593	0	0	0
1055	55	11	544	264	275	269	1622	0	0	0
1056	56	11	554	268	280	274	1652	0	0	0
1057	57	11	564	273	285	279	1681	0	0	0
1058	58	11	574	278	290	284	1711	0	0	0
1059	59	11	584	283	295	289	1740	0	0	0
1060	60	11	593	288	300	294	1770	0	0	0
1061	61	11	603	292	305	298	1799	0	0	0
1062	62	11	613	297	310	303	1829	0	0	0
1063	63	11	623	302	315	308	1858	0	0	0
1064	64	11	633	307	320	313	1888	0	0	0
1065	65	11	643	312	325	318	1917	0	0	0
1066	66	11	653	316	330	323	1947	0	0	0
1067	67	11	663	321	335	328	1976	0	0	0
1068	68	11	673	326	340	333	2006	0	0	0
1069	69	11	683	331	345	338	2035	0	0	0
1070	70	11	692	336	350	343	2065	0	0	0
1071	71	11	701	341	355	348	2095	0	0	0
1072	72	11	710	346	360	353	2125	0	0	0
1073	73	11	719	351	365	358	2155	0	0	0
1074	74	11	728	356	370	363	2185	0	0	0
1075	75	11	737	361	375	368	2215	0	0	0
1076	76	11	746	366	380	373	2245	0	0	0
1077	77	11	755	371	385	378	2275	0	0	0
1078	78	11	764	376	390	383	2305	0	0	0
1079	79	11	773	381	395	388	2335	0	0	0
1080	80	11	782	386	400	393	2365	0	0	0
1081	81	11	791	391	405	398	2395	0	0	0
1082	82	11	800	396	410	403	2425	0	0	0
1083	83	11	809	401	415	408	2455	0	0	0
1084	84	11	818	406	420	413	2485	0	0	0
1085	85	11	827	411	425	418	2515	0	0	0
1086	86	11	836	416	430	423	2545	0	0	0
1087	87	11	845	421	435	428	2575	0	0	0
1088	88	11	854	426	440	433	2605	0	0	0
1089	89	11	863	431	445	438	2635	0	0	0
1090	90	11	872	436	450	443	2665	0	0	0
1091	91	11	881	441	455	448	2695	0	0	0
1092	92	11	890	446	460	453	2725	0	0	0
1093	93	11	899	451	465	458	2755	0	0	0
1094	94	11	908	456	470	463	2785	0	0	0
1095	95	11	917	461	475	468	2815	0	0	0
1096	96	11	926	466	480	473	2845	0	0	0
1097	97	11	935	471	485	478	2875	0	0	0
1098	98	11	944	476	490	483	2905	0	0	0
1099	99	11	953	481	495	488	2935	0	0	0
1100	100	11	962	486	500	493	2965	0	0	0
1101	1	12	10	9	5	8	38	0	0	0
1102	2	12	20	18	11	16	77	0	0	0
1103	3	12	30	27	17	24	115	0	0	0
1104	4	12	41	36	23	32	154	0	0	0
1105	5	12	51	45	29	40	192	0	0	0
1106	6	12	61	54	35	48	231	0	0	0
1107	7	12	72	63	41	56	269	0	0	0
1108	8	12	82	72	47	64	308	0	0	0
1109	9	12	92	81	53	72	346	0	0	0
1110	10	12	103	91	59	81	385	0	0	0
1111	11	12	113	100	64	89	423	0	0	0
1112	12	12	123	109	70	97	462	0	0	0
1113	13	12	133	118	76	105	500	0	0	0
1114	14	12	144	127	82	113	539	0	0	0
1115	15	12	154	136	88	121	577	0	0	0
1116	16	12	164	145	94	129	616	0	0	0
1117	17	12	175	154	100	137	654	0	0	0
1118	18	12	185	163	106	145	693	0	0	0
1119	19	12	195	172	112	153	731	0	0	0
1120	20	12	206	182	118	162	770	0	0	0
1121	21	12	216	191	123	170	808	0	0	0
1122	22	12	226	200	129	178	847	0	0	0
1123	23	12	236	209	135	186	885	0	0	0
1124	24	12	247	218	141	194	924	0	0	0
1125	25	12	257	227	147	202	962	0	0	0
1126	26	12	267	236	153	210	1001	0	0	0
1127	27	12	278	245	159	218	1039	0	0	0
1128	28	12	288	254	165	226	1078	0	0	0
1129	29	12	298	263	171	234	1116	0	0	0
1130	30	12	309	273	177	243	1155	0	0	0
1131	31	12	319	282	182	251	1193	0	0	0
1132	32	12	329	291	188	259	1232	0	0	0
1133	33	12	339	300	194	267	1270	0	0	0
1134	34	12	350	309	200	275	1309	0	0	0
1135	35	12	360	318	206	283	1347	0	0	0
1136	36	12	370	327	212	291	1386	0	0	0
1137	37	12	381	336	218	299	1424	0	0	0
1138	38	12	391	345	224	307	1463	0	0	0
1139	39	12	401	354	230	315	1501	0	0	0
1140	40	12	412	364	236	324	1540	0	0	0
1141	41	12	422	373	241	332	1578	0	0	0
1142	42	12	432	382	247	340	1617	0	0	0
1143	43	12	442	391	253	348	1655	0	0	0
1144	44	12	453	400	259	356	1694	0	0	0
1145	45	12	463	409	265	364	1732	0	0	0
1146	46	12	473	418	271	372	1771	0	0	0
1147	47	12	484	427	277	380	1809	0	0	0
1148	48	12	494	436	283	388	1848	0	0	0
1149	49	12	504	445	289	396	1886	0	0	0
1150	50	12	515	455	295	405	1925	0	0	0
1151	51	12	525	464	300	413	1963	0	0	0
1152	52	12	535	473	306	421	2002	0	0	0
1153	53	12	545	482	312	429	2040	0	0	0
1154	54	12	556	491	318	437	2079	0	0	0
1155	55	12	566	500	324	445	2117	0	0	0
1156	56	12	576	509	330	453	2156	0	0	0
1157	57	12	587	518	336	461	2194	0	0	0
1158	58	12	597	527	342	469	2233	0	0	0
1159	59	12	607	536	348	477	2271	0	0	0
1160	60	12	618	546	354	486	2310	0	0	0
1161	61	12	628	555	359	494	2348	0	0	0
1162	62	12	638	564	365	502	2387	0	0	0
1163	63	12	648	573	371	510	2425	0	0	0
1164	64	12	659	582	377	518	2464	0	0	0
1165	65	12	669	591	383	526	2502	0	0	0
1166	66	12	679	600	389	534	2541	0	0	0
1167	67	12	690	609	395	542	2579	0	0	0
1168	68	12	700	618	401	550	2618	0	0	0
1169	69	12	710	627	407	558	2656	0	0	0
1170	70	12	720	637	413	567	2695	0	0	0
1171	71	12	730	647	419	576	2734	0	0	0
1172	72	12	740	657	425	585	2773	0	0	0
1173	73	12	750	667	431	594	2812	0	0	0
1174	74	12	760	677	437	603	2851	0	0	0
1175	75	12	770	687	443	612	2890	0	0	0
1176	76	12	780	697	449	621	2929	0	0	0
1177	77	12	790	707	455	630	2968	0	0	0
1178	78	12	800	717	461	639	3007	0	0	0
1179	79	12	810	727	467	648	3046	0	0	0
1180	80	12	820	737	473	657	3085	0	0	0
1181	81	12	830	747	479	666	3124	0	0	0
1182	82	12	840	757	485	675	3163	0	0	0
1183	83	12	850	767	491	684	3202	0	0	0
1184	84	12	860	777	497	693	3241	0	0	0
1185	85	12	870	787	503	702	3280	0	0	0
1186	86	12	880	797	509	711	3319	0	0	0
1187	87	12	890	807	515	720	3358	0	0	0
1188	88	12	900	817	521	729	3397	0	0	0
1189	89	12	910	827	527	738	3436	0	0	0
1190	90	12	920	837	533	747	3475	0	0	0
1191	91	12	930	847	539	756	3514	0	0	0
1192	92	12	940	857	545	765	3553	0	0	0
1193	93	12	950	867	551	774	3592	0	0	0
1194	94	12	960	877	557	783	3631	0	0	0
1195	95	12	970	887	563	792	3670	0	0	0
1196	96	12	980	897	569	801	3709	0	0	0
1197	97	12	990	907	575	810	3748	0	0	0
1198	98	12	1000	917	581	819	3787	0	0	0
1199	99	12	1010	927	587	828	3826	0	0	0
1200	100	12	1020	937	593	837	3865	0	0	0
1201	1	13	9	8	7	6	44	0	0	0
1202	2	13	19	16	15	12	88	0	0	0
1203	3	13	28	24	23	18	132	0	0	0
1204	4	13	38	32	31	24	176	0	0	0
1205	5	13	47	41	39	31	221	0	0	0
1206	6	13	57	49	47	37	265	0	0	0
1207	7	13	66	57	55	43	309	0	0	0
1208	8	13	76	65	63	49	353	0	0	0
1209	9	13	85	73	71	55	397	0	0	0
1210	10	13	95	82	79	62	442	0	0	0
1211	11	13	104	90	86	68	486	0	0	0
1212	12	13	114	98	94	74	530	0	0	0
1213	13	13	123	106	102	80	574	0	0	0
1214	14	13	133	114	110	86	618	0	0	0
1215	15	13	142	123	118	93	663	0	0	0
1216	16	13	152	131	126	99	707	0	0	0
1217	17	13	161	139	134	105	751	0	0	0
