number	string	string	string	string	number	string	number	number	number	number	number	number	number	number	array2	array2	array2	number	number	array	number	array2	array	array2	array	number	string	array	array2	array	array
5066	変態	H018_icon_01	こういうのはサービス回ではなくギャグ回だ	resource/scene/shatan/st_3_3.sce	2559		1007	120	500	50	5065	0	2	5	"[[11001,1777,1],[12005,3333,1],[30018,3333,1]]"	[]	[]	0	70	"[4021,4019]"	0	"[[4019,-645,2],[4019,-642,4],[4019,-647,1],[4019,-592,2],[4019,60,2],[4019,73,4],[4021,152,2],[4021,162,4],[4021,171,1],[4021,1083,2],[4021,1097,4],[4021,1102,1],[4021,1092,3],[4021,1119,2]]"	[]	[]	[]	39739	诡秘森林	"[575,210]"	"[[470,385],[494,355]]"	"[106601,106602,106603]"	[]
5067	コントロールルーム	H017_icon_01	災い転じて福となす	resource/scene/shatan/st_3_3.sce	2559		1007	120	500	50	5066	0	2	5	"[[11001,1777,1],[11002,1888,1],[30017,3333,1]]"	[]	[]	0	70	"[4022,4012,4018,4023]"	0	"[[4022,-606,2],[4018,-542,2],[4018,-540,4],[4022,178,2],[4022,190,4],[4018,288,2],[4012,329,2],[4012,322,4],[4023,1013,2],[4023,1023,4],[4023,1035,1],[4012,1086,2],[4018,1098,4]]"	[]	[]	[]	39739	兵娘实验室	"[260,430]"	"[[545,297],[574,270]]"	"[106701,106702,106703]"	[]
5068	警報	H010_icon_01	偵察任務ってなんだっけ？	resource/scene/shatan/st_3_3.sce	2559		1007	120	500	50	5067	0	2	5	"[[11001,1777,1],[12115,3333,1],[30010,3333,1]]"	[]	[]	0	70	"[4023,4022,4025,4024]"	0	"[[4024,-671,2],[4023,-679,4],[4022,-681,1],[4025,-582,2],[4025,-590,4],[4022,138,2],[4023,147,4],[4024,161,1],[4025,257,2],[4025,270,4],[4025,1104,2],[4025,1121,4],[4022,997,1],[4023,1009,3],[4024,1020,5]]"	[]	[]	[]	39739	诡秘森林	"[475,400]"	"[[644,234],[685,235]]"	"[106801,106802,106803]"	[]
5069	空から降ってきた美女	H006_icon_01	こういうのは「落ちて来た」っていうんだ	resource/scene/shatan/st_3_3.sce	2559		1007	120	500	50	5068	0	2	5	"[[11001,1777,1],[11002,1888,1],[30006,3333,1]]"	[]	[]	0	70	"[4032,4031,4030,4028]"	0	"[[4028,-506,2],[4028,-498,4],[4030,-522,1],[4030,212,2],[4030,217,4],[4031,289,2],[4031,301,4],[4032,387,2],[4028,978,2],[4028,1004,4],[4032,1097,2],[4031,1062,4],[4032,1124,2]]"	[]	[]	[]	39739	兵娘实验室	"[720,340]"	"[[767,262],[805,281]]"	"[106901,106902,106903]"	[]
5070	追っ手	H006_icon_01	これって仲間割れ？	resource/scene/shatan/st_3_3.sce	2559		1007	120	500	50	5069	0	2	5	"[[11001,1777,1],[12115,3333,1],[30006,3333,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	诡秘森林	"[740,110]"	[]	"[107001,107002,107003]"	[]
5071	終わり	P101_icon_01	ここまでだ！	resource/scene/shatan/st_3_3.sce	2559		1008	120	500	55	5070	0	2	5	"[[11001,1777,1],[12104,3333,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	兵娘实验室	"[295,90]"	"[[122,172],[150,195]]"	"[107101,107102,107103]"	[]
5072	終わり	P101_icon_01	ここまでだ！	resource/scene/shatan/st_3_3.sce	2559		1008	120	500	55	5071	0	2	5	"[[11001,1777,1],[12113,3333,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	诡秘森林	"[95,90]"	"[[184,265],[195,303]]"	"[107201,107202,107203]"	[]
5073	終わり	P101_icon_01	ここまでだ！	resource/scene/shatan/st_3_3.sce	2559		1008	120	500	55	5072	0	2	5	"[[11001,1777,1],[11002,1888,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	兵娘实验室	"[80,270]"	"[[220,374],[237,410]]"	"[107301,107302,107303]"	[]
5074	終わり	P101_icon_01	ここまでだ！	resource/scene/shatan/st_3_3.sce	2559		1008	120	500	55	5073	0	2	5	"[[11001,1777,1],[12108,3333,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	诡秘森林	"[260,235]"	"[[278,476],[310,499]]"	"[107401,107402,107403]"	[]
5075	終わり	P101_icon_01	ここまでだ！	resource/scene/shatan/st_3_3.sce	2559		1008	120	500	55	5074	0	2	5	"[[11001,1777,1],[12112,3333,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	兵娘实验室	"[265,425]"	"[[387,472],[415,445]]"	"[107501,107502,107503]"	[]
5076	終わり	P101_icon_01	ここまでだ！	resource/scene/shatan/st_3_3.sce	2559		1008	120	500	55	5075	0	2	5	"[[11001,1777,1],[12104,3333,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	兵娘实验室	"[430,330]"	"[[470,385],[494,355]]"	"[107601,107602,107603]"	[]
5077	終わり	P101_icon_01	ここまでだ！	resource/scene/shatan/st_3_3.sce	2559		1008	120	500	55	5076	0	2	5	"[[11001,1777,1],[12113,3333,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	诡秘森林	"[610,410]"	"[[545,297],[574,270]]"	"[107701,107702,107703]"	[]
5078	終わり	P101_icon_01	ここまでだ！	resource/scene/shatan/st_3_3.sce	2559		1008	120	500	55	5077	0	2	5	"[[11001,1777,1],[11002,1888,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	兵娘实验室	"[750,265]"	"[[644,234],[685,235]]"	"[107801,107802,107803]"	[]
5079	終わり	P101_icon_01	ここまでだ！	resource/scene/shatan/st_3_3.sce	2559		1008	120	500	55	5078	0	2	5	"[[11001,1777,1],[12108,3333,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	诡秘森林	"[730,90]"	"[[767,262],[805,281]]"	"[107901,107902,107903]"	[]
5080	終わり	P101_icon_01	ここまでだ！	resource/scene/shatan/st_3_3.sce	2559		1008	120	500	55	5079	0	2	5	"[[11001,1777,1],[12112,3333,1]]"	[]	[]	0	70	[]	3086	[]	"[3086,-719,2]"	[]	[]	999999	兵娘实验室	"[560,120]"	[]	"[108001,108002,108003]"	[]
5081	精英9-1	P101_icon_01	这是精英9-1通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1009	120	500	63	5080	0	2	5	"[[11001,1777,1],[12104,3333,1]]"	[]	[]	0	70	"[4001,4002,4007,4003,4006]"	0	"[[4002,-683,2],[4002,-681,4],[4001,-585,2],[4001,-588,4],[4001,-587,1],[4003,138,2],[4003,140,4],[4003,138,1],[4006,233,2],[4006,234,4],[4002,980,2],[4003,992,4],[4003,965,1],[4007,1092,2],[4006,1083,4],[4006,1064,1]]"	[]	[]	[]	39739	诡秘森林	"[415,60]"	"[[122,172],[150,195]]"	"[108101,108102,108103]"	[]
5082	精英9-2	P101_icon_01	这是精英9-2通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1009	120	500	63	5081	0	2	5	"[[11001,1777,1],[12113,3333,1]]"	[]	[]	0	70	"[4007,4004,4003,4008]"	0	"[[4003,-607,2],[4003,-607,4],[4003,-607,1],[4004,-532,2],[4004,-535,4],[4008,132,2],[4008,140,4],[4007,209,2],[4007,221,4],[4007,224,1],[4003,934,2],[4003,939,4],[4003,930,1],[4007,1032,2],[4004,1045,4]]"	[]	[]	[]	39739	兵娘实验室	"[585,80]"	"[[184,265],[195,303]]"	"[108201,108202,108203]"	[]
5083	精英9-3	P101_icon_01	这是精英9-3通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1009	120	500	63	5082	0	2	5	"[[11001,1777,1],[11002,1888,1]]"	[]	[]	0	70	"[4012,4011,4013]"	0	"[[4011,-648,2],[4011,-654,4],[4011,-654,1],[4012,-576,2],[4011,207,2],[4011,217,4],[4012,317,2],[4012,327,4],[4012,1076,2],[4012,1086,4],[4012,1100,1],[4013,1157,2],[4011,1002,2],[4011,1013,4]]"	[]	[]	[]	39739	诡秘森林	"[630,240]"	"[[220,374],[237,410]]"	"[108301,108302,108303]"	[]
5084	精英9-4	P101_icon_01	这是精英9-4通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1009	120	500	63	5083	0	2	5	"[[11001,1777,1],[12108,3333,1]]"	[]	[]	0	70	"[4014,4015]"	0	"[[4015,-652,2],[4015,-650,4],[4015,-652,1],[4014,-551,2],[4014,-551,4],[4015,147,2],[4015,154,4],[4014,286,2],[4014,1131,2],[4014,1124,4],[4014,1141,1],[4015,968,2],[4015,961,4],[4015,990,1]]"	[]	[]	[]	39739	兵娘实验室	"[630,410]"	"[[278,476],[310,499]]"	"[108401,108402,108403]"	[]
5085	精英9-5	P101_icon_01	这是精英9-5通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1009	120	500	63	5084	0	2	5	"[[11001,1777,1],[12112,3333,1]]"	[]	[]	0	70	"[4017,4016,4018]"	0	"[[4016,-635,2],[4017,-556,2],[4016,322,2],[4016,332,4],[4017,421,1],[4016,972,2],[4016,978,4],[4016,992,1],[4017,1086,2],[4017,1104,4],[4018,1145,1]]"	[]	[]	[]	39739	诡秘森林	"[475,430]"	"[[387,472],[415,445]]"	"[108501,108502,108503]"	[]
5086	精英9-6	P101_icon_01	这是精英9-6通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1009	120	500	63	5085	0	2	5	"[[11001,1777,1],[12104,3333,1]]"	[]	[]	0	70	"[4021,4019]"	0	"[[4019,-645,2],[4019,-642,4],[4019,-647,1],[4019,-592,2],[4019,60,2],[4019,73,4],[4021,152,2],[4021,162,4],[4021,171,1],[4021,1083,2],[4021,1097,4],[4021,1102,1],[4021,1092,3],[4021,1119,2]]"	[]	[]	[]	39739	诡秘森林	"[300,400]"	"[[470,385],[494,355]]"	"[108601,108602,108603]"	[]
5087	精英9-7	P101_icon_01	这是精英9-7通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1009	120	500	63	5086	0	2	5	"[[11001,1777,1],[12113,3333,1]]"	[]	[]	0	70	"[4022,4012,4018,4023]"	0	"[[4022,-606,2],[4018,-542,2],[4018,-540,4],[4022,178,2],[4022,190,4],[4018,288,2],[4012,329,2],[4012,322,4],[4023,1013,2],[4023,1023,4],[4023,1035,1],[4012,1086,2],[4018,1098,4]]"	[]	[]	[]	39739	兵娘实验室	"[165,290]"	"[[545,297],[574,270]]"	"[108701,108702,108703]"	[]
5088	精英9-8	P101_icon_01	这是精英9-8通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1009	120	500	63	5087	0	2	5	"[[11001,1777,1],[11002,1888,1]]"	[]	[]	0	70	"[4023,4022,4025,4024]"	0	"[[4024,-671,2],[4023,-679,4],[4022,-681,1],[4025,-582,2],[4025,-590,4],[4022,138,2],[4023,147,4],[4024,161,1],[4025,257,2],[4025,270,4],[4025,1104,2],[4025,1121,4],[4022,997,1],[4023,1009,3],[4024,1020,5]]"	[]	[]	[]	39739	诡秘森林	"[165,80]"	"[[644,234],[685,235]]"	"[108801,108802,108803]"	[]
5089	精英9-9	P101_icon_01	这是精英9-9通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1009	120	500	63	5088	0	2	5	"[[11001,1777,1],[12108,3333,1]]"	[]	[]	0	70	"[4032,4031,4030,4028]"	0	"[[4028,-506,2],[4028,-498,4],[4030,-522,1],[4030,212,2],[4030,217,4],[4031,289,2],[4031,301,4],[4032,387,2],[4028,978,2],[4028,1004,4],[4032,1097,2],[4031,1062,4],[4032,1124,2]]"	[]	[]	[]	39739	兵娘实验室	"[290,160]"	"[[767,262],[805,281]]"	"[108901,108902,108903]"	[]
5090	精英9-10	P101_icon_01	这是精英9-10通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1009	120	500	63	5089	0	2	5	"[[11001,1777,1],[12112,3333,1]]"	[]	[]	0	70	"[4022,4034,4037,4035,4032,4033,4024,4036,4031,4025,4030]"	0	"[[4037,-719,2],[4037,-717,4],[4035,-636,2],[4034,-570,2],[4036,-43,2],[4022,-38,4],[4025,41,2],[4025,49,4],[4032,126,2],[4030,932,2],[4024,942,4],[4033,1004,2],[4031,1011,4],[4034,1107,1]]"	[]	[]	[]	39739	诡秘森林	"[415,243]"	[]	"[109001,109002,109003]"	[]
5091	精英9-1	P101_icon_01	这是精英9-1通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1010	120	500	63	5080	0	2	5	"[[11001,1777,1],[12104,3333,1]]"	[]	[]	0	70	"[4001,4002,4007,4003,4006]"	0	"[[4002,-683,2],[4002,-681,4],[4001,-585,2],[4001,-588,4],[4001,-587,1],[4003,138,2],[4003,140,4],[4003,138,1],[4006,233,2],[4006,234,4],[4002,980,2],[4003,992,4],[4003,965,1],[4007,1092,2],[4006,1083,4],[4006,1064,1]]"	[]	[]	[]	39739	诡秘森林	"[415,60]"	"[[122,172],[150,195]]"	"[108101,108102,108103]"	[]
5092	精英9-2	P101_icon_01	这是精英9-2通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1010	120	500	63	5081	0	2	5	"[[11001,1777,1],[12113,3333,1]]"	[]	[]	0	70	"[4007,4004,4003,4008]"	0	"[[4003,-607,2],[4003,-607,4],[4003,-607,1],[4004,-532,2],[4004,-535,4],[4008,132,2],[4008,140,4],[4007,209,2],[4007,221,4],[4007,224,1],[4003,934,2],[4003,939,4],[4003,930,1],[4007,1032,2],[4004,1045,4]]"	[]	[]	[]	39739	兵娘实验室	"[585,80]"	"[[184,265],[195,303]]"	"[108201,108202,108203]"	[]
5093	精英9-3	P101_icon_01	这是精英9-3通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1010	120	500	63	5082	0	2	5	"[[11001,1777,1],[11002,1888,1]]"	[]	[]	0	70	"[4012,4011,4013]"	0	"[[4011,-648,2],[4011,-654,4],[4011,-654,1],[4012,-576,2],[4011,207,2],[4011,217,4],[4012,317,2],[4012,327,4],[4012,1076,2],[4012,1086,4],[4012,1100,1],[4013,1157,2],[4011,1002,2],[4011,1013,4]]"	[]	[]	[]	39739	诡秘森林	"[630,240]"	"[[220,374],[237,410]]"	"[108301,108302,108303]"	[]
5094	精英9-4	P101_icon_01	这是精英9-4通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1010	120	500	63	5083	0	2	5	"[[11001,1777,1],[12108,3333,1]]"	[]	[]	0	70	"[4014,4015]"	0	"[[4015,-652,2],[4015,-650,4],[4015,-652,1],[4014,-551,2],[4014,-551,4],[4015,147,2],[4015,154,4],[4014,286,2],[4014,1131,2],[4014,1124,4],[4014,1141,1],[4015,968,2],[4015,961,4],[4015,990,1]]"	[]	[]	[]	39739	兵娘实验室	"[630,410]"	"[[278,476],[310,499]]"	"[108401,108402,108403]"	[]
5095	精英9-5	P101_icon_01	这是精英9-5通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1010	120	500	63	5084	0	2	5	"[[11001,1777,1],[12112,3333,1]]"	[]	[]	0	70	"[4017,4016,4018]"	0	"[[4016,-635,2],[4017,-556,2],[4016,322,2],[4016,332,4],[4017,421,1],[4016,972,2],[4016,978,4],[4016,992,1],[4017,1086,2],[4017,1104,4],[4018,1145,1]]"	[]	[]	[]	39739	诡秘森林	"[475,430]"	"[[387,472],[415,445]]"	"[108501,108502,108503]"	[]
5096	精英9-6	P101_icon_01	这是精英9-6通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1010	120	500	63	5085	0	2	5	"[[11001,1777,1],[12104,3333,1]]"	[]	[]	0	70	"[4021,4019]"	0	"[[4019,-645,2],[4019,-642,4],[4019,-647,1],[4019,-592,2],[4019,60,2],[4019,73,4],[4021,152,2],[4021,162,4],[4021,171,1],[4021,1083,2],[4021,1097,4],[4021,1102,1],[4021,1092,3],[4021,1119,2]]"	[]	[]	[]	39739	诡秘森林	"[300,400]"	"[[470,385],[494,355]]"	"[108601,108602,108603]"	[]
5097	精英9-7	P101_icon_01	这是精英9-7通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1010	120	500	63	5086	0	2	5	"[[11001,1777,1],[12113,3333,1]]"	[]	[]	0	70	"[4022,4012,4018,4023]"	0	"[[4022,-606,2],[4018,-542,2],[4018,-540,4],[4022,178,2],[4022,190,4],[4018,288,2],[4012,329,2],[4012,322,4],[4023,1013,2],[4023,1023,4],[4023,1035,1],[4012,1086,2],[4018,1098,4]]"	[]	[]	[]	39739	兵娘实验室	"[165,290]"	"[[545,297],[574,270]]"	"[108701,108702,108703]"	[]
5098	精英9-8	P101_icon_01	这是精英9-8通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1010	120	500	63	5087	0	2	5	"[[11001,1777,1],[11002,1888,1]]"	[]	[]	0	70	"[4023,4022,4025,4024]"	0	"[[4024,-671,2],[4023,-679,4],[4022,-681,1],[4025,-582,2],[4025,-590,4],[4022,138,2],[4023,147,4],[4024,161,1],[4025,257,2],[4025,270,4],[4025,1104,2],[4025,1121,4],[4022,997,1],[4023,1009,3],[4024,1020,5]]"	[]	[]	[]	39739	诡秘森林	"[165,80]"	"[[644,234],[685,235]]"	"[108801,108802,108803]"	[]
5099	精英9-9	P101_icon_01	这是精英9-9通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1010	120	500	63	5088	0	2	5	"[[11001,1777,1],[12108,3333,1]]"	[]	[]	0	70	"[4032,4031,4030,4028]"	0	"[[4028,-506,2],[4028,-498,4],[4030,-522,1],[4030,212,2],[4030,217,4],[4031,289,2],[4031,301,4],[4032,387,2],[4028,978,2],[4028,1004,4],[4032,1097,2],[4031,1062,4],[4032,1124,2]]"	[]	[]	[]	39739	兵娘实验室	"[290,160]"	"[[767,262],[805,281]]"	"[108901,108902,108903]"	[]
5100	精英9-10	P101_icon_01	这是精英9-10通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1010	120	500	63	5089	0	2	5	"[[11001,1777,1],[12112,3333,1]]"	[]	[]	0	70	"[4022,4034,4037,4035,4032,4033,4024,4036,4031,4025,4030]"	0	"[[4037,-719,2],[4037,-717,4],[4035,-636,2],[4034,-570,2],[4036,-43,2],[4022,-38,4],[4025,41,2],[4025,49,4],[4032,126,2],[4030,932,2],[4024,942,4],[4033,1004,2],[4031,1011,4],[4034,1107,1]]"	[]	[]	[]	39739	诡秘森林	"[415,243]"	[]	"[109001,109002,109003]"	[]
5101	精英9-1	P101_icon_01	这是精英9-1通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1011	120	500	63	5080	0	2	5	"[[11001,1777,1],[12104,3333,1]]"	[]	[]	0	70	"[4001,4002,4007,4003,4006]"	0	"[[4002,-683,2],[4002,-681,4],[4001,-585,2],[4001,-588,4],[4001,-587,1],[4003,138,2],[4003,140,4],[4003,138,1],[4006,233,2],[4006,234,4],[4002,980,2],[4003,992,4],[4003,965,1],[4007,1092,2],[4006,1083,4],[4006,1064,1]]"	[]	[]	[]	39739	诡秘森林	"[415,60]"	"[[122,172],[150,195]]"	"[108101,108102,108103]"	[]
5102	精英9-2	P101_icon_01	这是精英9-2通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1011	120	500	63	5081	0	2	5	"[[11001,1777,1],[12113,3333,1]]"	[]	[]	0	70	"[4007,4004,4003,4008]"	0	"[[4003,-607,2],[4003,-607,4],[4003,-607,1],[4004,-532,2],[4004,-535,4],[4008,132,2],[4008,140,4],[4007,209,2],[4007,221,4],[4007,224,1],[4003,934,2],[4003,939,4],[4003,930,1],[4007,1032,2],[4004,1045,4]]"	[]	[]	[]	39739	兵娘实验室	"[585,80]"	"[[184,265],[195,303]]"	"[108201,108202,108203]"	[]
5103	精英9-3	P101_icon_01	这是精英9-3通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1011	120	500	63	5082	0	2	5	"[[11001,1777,1],[11002,1888,1]]"	[]	[]	0	70	"[4012,4011,4013]"	0	"[[4011,-648,2],[4011,-654,4],[4011,-654,1],[4012,-576,2],[4011,207,2],[4011,217,4],[4012,317,2],[4012,327,4],[4012,1076,2],[4012,1086,4],[4012,1100,1],[4013,1157,2],[4011,1002,2],[4011,1013,4]]"	[]	[]	[]	39739	诡秘森林	"[630,240]"	"[[220,374],[237,410]]"	"[108301,108302,108303]"	[]
5104	精英9-4	P101_icon_01	这是精英9-4通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1011	120	500	63	5083	0	2	5	"[[11001,1777,1],[12108,3333,1]]"	[]	[]	0	70	"[4014,4015]"	0	"[[4015,-652,2],[4015,-650,4],[4015,-652,1],[4014,-551,2],[4014,-551,4],[4015,147,2],[4015,154,4],[4014,286,2],[4014,1131,2],[4014,1124,4],[4014,1141,1],[4015,968,2],[4015,961,4],[4015,990,1]]"	[]	[]	[]	39739	兵娘实验室	"[630,410]"	"[[278,476],[310,499]]"	"[108401,108402,108403]"	[]
5105	精英9-5	P101_icon_01	这是精英9-5通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1011	120	500	63	5084	0	2	5	"[[11001,1777,1],[12112,3333,1]]"	[]	[]	0	70	"[4017,4016,4018]"	0	"[[4016,-635,2],[4017,-556,2],[4016,322,2],[4016,332,4],[4017,421,1],[4016,972,2],[4016,978,4],[4016,992,1],[4017,1086,2],[4017,1104,4],[4018,1145,1]]"	[]	[]	[]	39739	诡秘森林	"[475,430]"	"[[387,472],[415,445]]"	"[108501,108502,108503]"	[]
5106	精英9-6	P101_icon_01	这是精英9-6通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1011	120	500	63	5085	0	2	5	"[[11001,1777,1],[12104,3333,1]]"	[]	[]	0	70	"[4021,4019]"	0	"[[4019,-645,2],[4019,-642,4],[4019,-647,1],[4019,-592,2],[4019,60,2],[4019,73,4],[4021,152,2],[4021,162,4],[4021,171,1],[4021,1083,2],[4021,1097,4],[4021,1102,1],[4021,1092,3],[4021,1119,2]]"	[]	[]	[]	39739	诡秘森林	"[300,400]"	"[[470,385],[494,355]]"	"[108601,108602,108603]"	[]
5107	精英9-7	P101_icon_01	这是精英9-7通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1011	120	500	63	5086	0	2	5	"[[11001,1777,1],[12113,3333,1]]"	[]	[]	0	70	"[4022,4012,4018,4023]"	0	"[[4022,-606,2],[4018,-542,2],[4018,-540,4],[4022,178,2],[4022,190,4],[4018,288,2],[4012,329,2],[4012,322,4],[4023,1013,2],[4023,1023,4],[4023,1035,1],[4012,1086,2],[4018,1098,4]]"	[]	[]	[]	39739	兵娘实验室	"[165,290]"	"[[545,297],[574,270]]"	"[108701,108702,108703]"	[]
5108	精英9-8	P101_icon_01	这是精英9-8通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1011	120	500	63	5087	0	2	5	"[[11001,1777,1],[11002,1888,1]]"	[]	[]	0	70	"[4023,4022,4025,4024]"	0	"[[4024,-671,2],[4023,-679,4],[4022,-681,1],[4025,-582,2],[4025,-590,4],[4022,138,2],[4023,147,4],[4024,161,1],[4025,257,2],[4025,270,4],[4025,1104,2],[4025,1121,4],[4022,997,1],[4023,1009,3],[4024,1020,5]]"	[]	[]	[]	39739	诡秘森林	"[165,80]"	"[[644,234],[685,235]]"	"[108801,108802,108803]"	[]
5109	精英9-9	P101_icon_01	这是精英9-9通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1011	120	500	63	5088	0	2	5	"[[11001,1777,1],[12108,3333,1]]"	[]	[]	0	70	"[4032,4031,4030,4028]"	0	"[[4028,-506,2],[4028,-498,4],[4030,-522,1],[4030,212,2],[4030,217,4],[4031,289,2],[4031,301,4],[4032,387,2],[4028,978,2],[4028,1004,4],[4032,1097,2],[4031,1062,4],[4032,1124,2]]"	[]	[]	[]	39739	兵娘实验室	"[290,160]"	"[[767,262],[805,281]]"	"[108901,108902,108903]"	[]
5110	精英9-10	P101_icon_01	这是精英9-10通关可得经验游戏币，快去冒险吧！	resource/scene/shatan/st_3_3.sce	2559		1011	120	500	63	5089	0	2	5	"[[11001,1777,1],[12112,3333,1]]"	[]	[]	0	70	"[4022,4034,4037,4035,4032,4033,4024,4036,4031,4025,4030]"	0	"[[4037,-719,2],[4037,-717,4],[4035,-636,2],[4034,-570,2],[4036,-43,2],[4022,-38,4],[4025,41,2],[4025,49,4],[4032,126,2],[4030,932,2],[4024,942,4],[4033,1004,2],[4031,1011,4],[4034,1107,1]]"	[]	[]	[]	39739	诡秘森林	"[415,243]"	[]	"[109001,109002,109003]"	[]
501	魂师晋升	H024_icon_01	我是新人，来调戏啊~	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	28	[]	8011	[]	[]	[]	"[8011,10]"	9999	研究所	"[73,260]"	"[[87,419],[117,437]]"	"[100101,100102,100103]"	[]
502	魂师晋升	H005_icon_01	功在不舍，勤能补拙 	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	31	[]	8012	[]	[]	[]	"[8012,10]"	9999	走廊	"[167,85]"	"[[186,472],[221,485]]"	"[100201,100202,100203]"	[]
503	魂师晋升	H010_icon_01	手感很不错	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	34	[]	8013	[]	[]	[]	"[8013,10]"	9999	天台	"[344,85]"	"[[300,476],[320,448]]"	"[50301,50302,50303]"	[]
504	魂师晋升	H014_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	37	[]	8014	[]	[]	[]	"[8014,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[50401,50402,50403]"	[]
505	魂师晋升	H003_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	40	[]	8015	[]	[]	[]	"[8015,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[50501,50502,50503]"	[]
506	魂师晋升	H002_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	43	[]	8016	[]	[]	[]	"[8016,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[50601,50602,50603]"	[]
507	魂师晋升	H004_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	46	[]	8017	[]	[]	[]	"[8017,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[50701,50702,50703]"	[]
