number	string	string	number	number	number	array	number	number	number	number	number	number	number	number	string	string	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	string	number	number	number	number	array2	array2	number	number	number
177	ブレイカー	S176	202	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	1	999	1	1	400	1	0	0	0	0	0	0	0	0	0	0	100	0	0	攻撃4回ごとに、敵チームからランダムで1体に小ダメージを与え、2.5秒間のめまい効果を与える。	0	4	0	10	"[[1,131],[1,614]]"	[]	0	1	0
178	レッドA	S178	202	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	179	14202	バトル開始時、味方全体の火属性技攻を中アップさせる。	0	3	0	10	[]	"[[1,132]]"	0	1	0
179	レッドA	S178	202	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	バトル開始時、味方全体の火属性技攻を大アップさせる。	0	4	0	10	[]	"[[1,133]]"	0	1	0
180	九字真言皆	S180	203	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	2	400	0	0	0	0	0	0	0	0	0	0	0	100	181	14203	対象列の全ての敵に中ダメージを与え、混乱効果を与える。効果時間3秒。	1	3	0	10	"[[1,104]]"	[]	0	1	1
181	九字真言皆	S180	203	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	対象列の全ての敵に大ダメージを与え、混乱効果を与える。効果時間3秒。	1	4	0	10	"[[1,105]]"	[]	0	1	1
182	九字真言臨	S182	203	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	1	3	0	100	183	14203	味方チームからHPの低い3体のHPを中回復し、全てのデバフを解除する。効果時間3秒。	0	3	0	10	[]	"[[1,106],[1,338]]"	1	1	1
183	九字真言臨	S182	203	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	1	3	0	100	0	0	味方チームからHPの低い3体のHPを中回復し、全てのデバフを解除する。効果時間5秒。	0	4	0	10	[]	"[[1,107],[1,338]]"	1	1	1
184	九字真言闘	S184	203	1	4	[1]	2	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	185	14203	[コンボ【転倒】→【吹飛】] 敵に中ダメージを与え、10秒間技防を4%ダウンさせる（3回重複可）。最大発動回数2。	1	3	0	10	"[[1,108]]"	[]	0	1	0
185	九字真言闘	S184	203	1	4	[1]	2	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ【転倒】→【吹飛】] 敵に中ダメージを与え、10秒間技防を8%ダウンさせる（3回重複可）。最大発動回数2。	1	4	0	10	"[[1,109]]"	[]	0	1	0
186	九字真言者	S186	203	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	1	999	4	0	0	0	0	0	0	0	0	0	0	0	0	0	100	187	14203	バトル開始時、全ての敵の風属性技攻を小ダウン。	0	3	0	10	"[[1,110]]"	[]	0	1	0
187	九字真言者	S186	203	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	1	999	4	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	バトル開始時、全ての敵の風属性技攻を大ダウン。	0	4	0	10	"[[1,111],[1,339]]"	[]	0	1	0
188	九字真言前	S188	203	1	0	[]	0	0	0	0	1	0	1	999	S121_magic_attack		1	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	189	14203	バトル開始時、全ての敵の技防を小ダウン。	0	3	0	10	"[[1,112]]"	[]	0	1	0
189	九字真言前	S188	203	1	0	[]	0	0	0	0	1	0	1	999	S121_magic_attack		1	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	バトル開始時、全ての敵の技防を中ダウン。	0	4	0	10	"[[1,113]]"	[]	0	1	0
190	神への祈り	S190	203	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	191	14203	5秒間味方全体のHPを継続回復させる。効果時間5秒。	0	3	0	10	[]	"[[1,232]]"	1	1	1
191	神への祈り	S190	203	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	0	0	5秒間味方全体のHPを継続回復し、防御を中アップさせる。効果時間5秒。	0	4	0	10	[]	"[[1,233],[1,234]]"	1	1	1
192	神の祝福	S192	203	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	1	1	0	100	193	14203	味方チームから最もHPの低い1体のHPを中回復し、3秒間防御と技防を大アップさせる（2回重複可）。詠唱1.5秒。	0	3	0	10	[]	"[[1,235],[1,237]]"	1	1	1
193	神の祝福	S192	203	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	1	1	0	100	0	0	味方チームから最もHPの低い1体を中回復し、3秒間防御と技防を大アップさせる（2回重複可）。詠唱0.75秒。	0	4	0	10	[]	"[[1,236],[1,238]]"	1	1	1
194	神の礼賛	S194	203	1	4	[2]	1	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	195	14203	[コンボ【吹飛】→【転倒】] 敵に中ダメージを与え、自身のHPを12%回復する。	0	3	0	10	[]	"[[1,239]]"	1	1	0
195	神の礼賛	S194	203	1	4	[2]	1	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	0	0	[コンボ【吹飛】→【転倒】] 敵に中ダメージを与え、自身のHPを20%回復する。	0	4	0	10	[]	"[[1,240]]"	1	1	0
196	まくら！	S196	203	1	4	[2]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	197	14203	[コンボ【吹飛】→【気絶】] 敵に中ダメージを与える。最大発動回数1。	0	3	0	10	[]	[]	0	1	0
197	まくら！	S196	203	1	4	[2]	3	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ【吹飛】→【気絶】] 敵に中ダメージを与える。最大発動回数2。	0	4	0	10	[]	[]	0	1	0
198	神の庇護	S198	203	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	4	0	0	0	0	0	0	0	0	0	0	0	0	0	100	199	14203	バトル開始時、敵全体の火属性技攻を小ダウンさせる。	0	3	0	10	"[[1,241]]"	[]	0	1	0
199	神の庇護	S198	203	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	4	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	バトル開始時、敵全体の火と風属性技攻を小ダウンさせる。	0	4	0	10	"[[1,242],[1,243]]"	[]	0	1	0
200	聖裁	S200	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		3.6	1	999	1	1	400	2	0	0	0	0	0	0	0	0	0	0	100	201	14200	敵に中ダメージを与え、3秒間のめまい効果を与える。	0	3	0	10	"[[1,224]]"	[]	0	1	1
201	聖裁	S200	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		3.6	1	999	1	1	400	2	0	0	0	0	0	0	0	0	0	0	100	0	0	敵に中ダメージを与え、4.5秒間のめまい効果を与える。	0	4	0	10	"[[1,225]]"	[]	0	1	1
202	轟雷	S202	200	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	203	14200	敵に中ダメージを与え、状態を【気絶】にし、25秒間防御と技防を6%ダウンさせる（3回重複可）。	0	3	0	10	"[[1,226]]"	[]	0	1	0
203	轟雷	S202	200	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	敵に中ダメージを与え、状態を【気絶】にし、25秒間防御と技防を12%ダウンさせる（3回重複可）。	0	4	0	10	"[[1,227]]"	[]	0	1	0
204	聖槍の集雷	S204	200	1	4	[1]	5	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	205	14200	[コンボ【転倒】→【重傷】] 敵に中ダメージを与え、3秒間自身のクリティカル率を大アップ。最大発動回数2。	0	3	0	10	[]	"[[1,345]]"	0	1	0
205	聖槍の集雷	S204	200	1	4	[1]	5	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	0	0	[コンボ【転倒】→【重傷】] 敵に大ダメージを与え、3秒間自身のクリティカル率を大アップ。最大発動回数2。	0	4	0	10	[]	"[[1,346]]"	0	1	0
206	無慈悲な雷	S206	200	1	4	[5]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	207	14200	[コンボ【重傷】→【気絶】] 敵に中ダメージを与える。	0	3	0	10	[]	[]	0	1	0
207	無慈悲な雷	S206	200	1	4	[5]	3	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ【重傷】→【気絶】] 敵に大ダメージを与える。	0	4	0	10	[]	[]	0	1	0
208	神のご加護	S208	200	1	5	[15]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	209	14200	敵を倒すごとに、4秒間自身の攻撃とクリティカル率を大アップ（3回重複可）。	0	3	0	10	[]	"[[1,228],[1,230]]"	0	1	0
209	神のご加護	S208	200	1	5	[15]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	敵を倒すごとに、6秒間自身の攻撃とクリティカル率を大アップ（3回重複可）。	0	4	0	10	[]	"[[1,229],[1,231]]"	0	1	0
210	エルヒート	S210	200	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	1	7	400	0	0	0	0	100	211	14200	全ての敵に中ダメージを与え、状態を【転倒】にし、10秒間味方全体の無属性技攻を中アップさせる（2回重複可）。詠唱1.5秒。	0	3	0	10	[]	"[[1,142]]"	0	1	0
211	エルヒート	S210	200	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	1	7	400	0	0	0	0	100	0	0	全ての敵に中ダメージを与え、状態を【転倒】にし、10秒間味方全体の無属性技攻を中アップさせる（2回重複可）。詠唱0.75秒。	0	4	0	10	[]	"[[1,143]]"	0	1	0
212	スクリーム	S212	200	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	400	2	0	0	0	0	0	0	0	0	0	0	100	213	14200	敵に中ダメージを与え、状態を【気絶】にする。	0	3	0	10	[]	[]	0	1	0
213	スクリーム	S212	200	1	1	[]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	3	400	1	0	0	0	0	0	0	0	0	0	0	100	0	0	対象列の全ての敵に中ダメージを与え、状態を【気絶】にする。	0	4	0	10	[]	[]	0	1	0
214	ルイン	S214	200	1	4	[5]	1	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	3	1	0	0	0	0	0	0	0	0	100	215	14200	[コンボ【重傷】→【転倒】] 敵に中ダメージを与える。	0	3	0	10	[]	[]	0	1	0
215	ルイン	S214	200	1	4	[5]	1	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	3	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ【重傷】→【転倒】] 敵に大ダメージを与える。	0	4	0	10	[]	[]	0	1	0
216	ファントム	S216	200	1	4	[3]	1	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	3	1	0	0	0	0	0	0	0	0	100	217	14200	[コンボ【気絶】→【転倒】] 敵に中ダメージを与える。	0	3	0	10	[]	[]	0	1	0
217	ファントム	S216	200	1	4	[3]	1	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	3	1	0	1	7	400	0	0	0	0	100	0	0	[コンボ【気絶】→【転倒】] 敵に大ダメージを与える。	0	4	0	10	[]	"[[1,145]]"	0	1	0
218	ブライト	S218	200	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	1	999	1	1	400	1	0	1	0	0	0	0	0	0	0	0	100	219	14200	攻撃4回ごとに敵チームからランダムで1体の水属性技攻を小ダウンさせる（3回重複可）。効果時間15秒。	0	3	0	10	"[[1,335]]"	[]	0	1	0
219	ブライト	S218	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	1	1	400	1	0	1	0	0	0	0	0	0	0	0	100	0	0	攻撃3回ごとに敵チームからランダムで1体の水属性技攻を小ダウンさせる（3回重複可）。効果時間15秒。	0	4	0	10	"[[1,336]]"	[]	0	1	0
220	満月斬り	S220	201	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	221	14201	全ての敵に大ダメージを与え、状態を【転倒】にし、3秒間SPを獲得出来なくする。詠唱1.5秒。	0	3	0	10	"[[1,252]]"	[]	0	1	0
221	満月斬り	S220	201	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	500	0	0	5	0	0	0	0	0	0	0	0	100	0	0	全ての敵に大ダメージを与え、状態を【転倒】にし、5秒間SPを獲得出来なくする。詠唱0.75秒。	0	4	0	10	"[[1,253]]"	[]	0	1	0
222	半月斬り	S222	201	1	1	[]	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	3	500	1	0	0	0	0	0	0	0	0	0	0	100	223	14201	敵チームの前衛全てに中ダメージを与え、状態を【重傷】にし、一定確率で3秒間SPを獲得できなくする。	0	3	0	10	"[[0.6,254]]"	[]	0	1	0
223	半月斬り	S222	201	1	1	[]	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	3	500	1	0	0	0	0	0	0	0	0	0	0	100	0	0	敵チームの前衛全てに中ダメージを与え、状態を【重傷】にし、3秒間SPを獲得できなくする。	0	4	0	10	"[[1,255]]"	[]	0	1	0
224	新月斬り	S224	201	1	4	[2]	5	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	1	1	500	0	0	0	0	100	225	14201	[コンボ【吹飛】→【重傷】] 敵に中ダメージを与える。与えたダメージの一部を自身のHPに変換する。	0	3	0	10	[]	"[[1,256]]"	0	1	0
225	新月斬り	S224	201	1	4	[2]	5	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	500	0	1	1	0	1	1	500	0	0	0	0	100	0	0	[コンボ【吹飛】→【重傷】] 敵に中ダメージを与える。与えたダメージの一部を自身のHPに大幅に変換する。	0	4	0	10	[]	"[[1,257]]"	0	1	0
226	盈月の呼吸	S226	201	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	227	14201	攻撃4回ごとに、60秒間自身の攻撃を小アップ（4回重複可）。	0	3	0	10	[]	"[[1,423]]"	0	1	0
227	盈月の呼吸	S226	201	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	攻撃3回ごとに、60秒間自身の攻撃を小アップ（4回重複可）。	0	4	0	10	[]	"[[1,424]]"	0	1	0
228	緋色の月光	S228	201	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	0	0	0	0	0	0	100	229	14201	低確率で与えたダメージの一部を自身のHPに変換する。	0	3	0	10	[]	"[[1,258]]"	0	1	0
229	緋色の月光	S228	201	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	0	0	0	0	0	0	100	0	0	一定確率で与えたダメージの一部を自身のHPに変換する。	0	4	0	10	[]	"[[1,259]]"	0	1	0
230	蜘蛛糸爆弾	S230	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	231	14201	全ての敵に大ダメージを与え、30秒間防御と技防を大ダウンさせる（3回重複可）。詠唱1.5秒。	0	3	0	10	"[[1,154]]"	[]	0	1	1
231	蜘蛛糸爆弾	S230	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	全ての敵に大ダメージを与え、30秒間防御と技防を大ダウンさせる（3回重複可）。詠唱0.75秒。	0	4	0	10	"[[1,159]]"	[]	0	1	1
232	猛毒の一刺	S232	201	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	400	2	1	1	0	0	0	0	0	0	0	0	100	233	14201	敵に大ダメージを与え、状態を【転倒】にする。	0	3	0	10	[]	[]	0	1	0
233	猛毒の一刺	S232	201	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	400	2	1	1	0	0	0	0	0	0	0	0	100	0	0	敵に特大ダメージを与え、状態を【転倒】にする。	0	4	0	10	[]	[]	0	1	0
234	劇毒の切傷	S234	201	1	4	[1]	3	1	3	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	235	14201	[コンボ【転倒】→【気絶】] 敵に中ダメージを与える。最大発動回数3。	0	3	0	10	[]	[]	0	1	0
235	劇毒の切傷	S234	201	1	4	[1]	3	1	5	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ【転倒】→【気絶】] 敵に大ダメージを与える。最大発動回数5。	0	4	0	10	[]	[]	0	1	0
236	蜘蛛糸絡め	S236	201	1	4	[3]	2	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	237	14201	[コンボ【気絶】→【吹飛】] 敵に中ダメージを与える。最大発動回数2。	0	3	0	10	[]	[]	0	1	0
237	蜘蛛糸絡め	S236	201	1	4	[3]	2	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ【気絶】→【吹飛】] 敵に大ダメージを与える。最大発動回数2。	0	4	0	10	[]	[]	0	1	0
238	蜘蛛糸武装	S238	201	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	239	14201	バトル開始時、味方全体の技攻を小アップ。	0	3	0	10	[]	"[[1,166]]"	0	1	0
239	蜘蛛糸武装	S238	201	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	バトル開始時、味方全体の技攻を大アップ。	0	4	0	10	[]	"[[1,167]]"	0	1	0
250	EX-5SS	S250	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	2	0	0	0	0	0	0	0	0	0	0	100	251	14200	敵に数回のダメージを与え、3秒間のめまい効果を与える。	1	3	0	10	"[[1,202]]"	[]	0	1	1
251	EX-5SS	S250	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	1	500	2	0	0	0	0	0	0	0	0	0	0	100	0	0	敵に数回のダメージを与え、5秒間のめまい効果を与える。	1	4	0	10	"[[1,203]]"	[]	0	1	1
252	MK-Ⅲ	S252	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	2	500	0	0	0	0	0	0	0	0	0	0	0	100	253	14200	対象列の全ての敵に大ダメージを与える。	0	3	0	10	[]	[]	0	1	1
253	MK-Ⅲ	S252	200	1	1	[]	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	2	500	0	0	0	0	0	0	0	0	0	0	0	100	0	0	対象列の全ての敵に特大ダメージを与える。	0	4	0	10	[]	[]	0	1	0
254	IJx-2	S254	200	1	4	[5]	3	1	2	0	1	0	0	0	S121_magic_attack		2	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	255	14200	[コンボ【重傷】→【気絶】] 敵に中ダメージを与える。最大発動回数2。	1	3	0	10	[]	[]	0	1	0
255	IJx-2	S254	200	1	4	[5]	3	1	2	0	1	0	0	0	S121_magic_attack		2	1	999	1	7	500	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ【重傷】→【気絶】] 敵に大ダメージを与える。最大発動回数2。	1	4	0	10	[]	[]	0	1	0
256	Sys-AB	S256	200	1	5	[16]	0	0	0	0.5	1	0	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	7	500	0	0	5	0	100	257	14200	自身のHPが50%未満の時、味方全体の技防を少アップさせていく。	0	3	0	10	[]	"[[1,204]]"	0	1	0
257	Sys-AB	S256	200	1	5	[16]	0	0	0	0.8	1	0	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	7	500	0	0	5	0	100	0	0	自身のHPが80%未満の時、味方全体の技防を少アップさせていく。	0	4	0	10	[]	"[[1,205]]"	0	1	0
258	Mode-C	S258	200	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	259	14200	ダメージを受けた時、25秒間自身の技攻を大アップ（3回重複可）。	0	3	0	10	[]	"[[1,206]]"	0	1	0
259	Mode-C	S258	200	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	500	0	0	0	0	100	0	0	ダメージを受けた時、25秒間自身の技攻を特大アップ（3回重複可）。	0	4	0	10	[]	"[[1,207]]"	0	1	0
400	尽きぬ光刃	S400	202	1	1	[]	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	401	14202	10秒間全ての敵に小ダメージを与え、状態を【重傷】にする。詠唱1.5秒。	0	3	0	10	"[[1,208]]"	[]	0	1	0
401	尽きぬ光刃	S400	202	1	1	[]	5	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	10秒間全ての敵に中ダメージを与え、状態を【重傷】にする。詠唱1.5秒。	0	4	0	10	"[[1,209]]"	[]	0	1	0
402	無音の攻撃	S402	202	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		3.6	0	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	403	14202	10秒間全ての敵に小ダメージを与え、火属性技攻を中ダウンさせる。詠唱1.5秒。最大発動回数1。	0	3	0	10	"[[1,210],[1,212]]"	[]	0	1	0
403	無音の攻撃	S402	202	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		3.6	0	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	10秒間全ての敵に中ダメージを与え、火属性技攻を中ダウンさせる。詠唱1.5秒。最大発動回数2。	0	4	0	10	"[[1,211],[1,213]]"	[]	0	1	0
404	見えぬ黒翼	S404	202	1	4	[2]	5	1	1	0	1	0	0	0	S121_magic_attack		1	0	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	405	14202	[コンボ【吹飛】→【重傷】] 敵に中ダメージを与える。最大発動回数1。	0	3	0	10	[]	[]	0	1	0
405	見えぬ黒翼	S404	202	1	4	[2]	5	1	2	0	1	0	0	0	S121_magic_attack		1	0	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ【吹飛】→【重傷】] 敵に中ダメージを与える。最大発動回数2。	0	4	0	10	[]	[]	0	1	0
406	抜き足の構	S406	202	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	0	999	1	1	400	1	0	0	0	0	0	0	0	0	0	0	100	407	14202	攻撃5回ごとに敵チームからランダムで1体に中ダメージを与え、60秒間風と無属性技攻を小ダウンさせる。効果時間8秒。	0	3	0	10	"[[1,214],[1,216],[1,218]]"	[]	0	1	0
407	抜き足の構	S406	202	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	0	999	1	1	400	1	0	0	0	0	0	0	0	0	0	0	100	0	0	攻撃5回ごとに敵チームからランダムで1体に中ダメージを与え、60秒間風と無属性技攻を中ダウンさせる。効果時間8秒。	0	4	0	10	"[[1,215],[1,217],[1,219]]"	[]	0	1	0
408	支配する翼	S408	202	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	409	14202	味方全体の風属性ダメージ軽減率を小アップさせる。	0	3	0	10	[]	"[[1,220]]"	0	1	0
409	支配する翼	S408	202	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	味方全体の風属性ダメージ軽減率を中アップさせる。	0	4	0	10	[]	"[[1,221]]"	0	1	0
290	雲の棚引き	S290	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	291	14201	味方全体を連続で回復し、デバフを解除する。さらに火属性ダメージ軽減率を小アップ。効果時間30秒。	0	3	0	10	[]	"[[1,553],[1,555],[1,557]]"	0	1	1
291	雲の棚引き	S290	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	0	0	味方全体を連続で回復し、デバフを解除する。さらに火属性ダメージ軽減率を中アップ。効果時間30秒。	0	4	0	10	[]	"[[1,554],[1,556],[1,558]]"	0	1	1
292	花咲く雨月	S292	201	1	3	[2]	1	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	293	14201	[コンボ【吹飛】→【転倒】] 火属性技攻を中ダウンさせる。効果時間60秒。	0	3	0	10	"[[1,559]]"	[]	0	1	0
293	花咲く雨月	S292	201	1	3	[2]	1	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ【吹飛】→【転倒】] 火属性技攻を大ダウンさせる。効果時間60秒。	0	4	0	10	"[[1,560]]"	[]	0	1	0
294	漣の清水	S294	201	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	7	400	0	0	2	0	100	295	14201	通常攻撃3回ごとに、味方チームからランダムに2体のHPを中回復する。	0	3	0	10	[]	"[[1,561]]"	0	1	0
295	漣の清水	S294	201	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	7	400	0	0	2	0	100	0	0	通常攻撃3回ごとに、味方チームからランダムに2体のHPを中回復する。デバフを解除する。	0	4	0	10	[]	"[[1,562],[1,563]]"	0	1	0
